VIN,Total_Energy
SUF***********DFL,198.1
SUL***********CE9,313.04
SV1***********EL4,298.05
SVC***********CFY,287.85
SW5***********TJY,307.83
SWR***********GEW,219.55
SX0***********J6D,256.03
SX1***********9JF,285.34
SX5***********W26,287.14
SX6***********FJV,218.65
SX8***********HN0,276.17
SXH***********ELE,363.89
SY1***********RMJ,224.62
SYB***********EL5,195.44
SYG***********483,262.89
SYP***********D5Y,147.04
SYS***********B3R,445.47
SZC***********95E,181.29
SZF***********AY9,224.84
SZP***********39X,291.37
T02***********AJS,287.1
T0J***********9WV,265.87
T0P***********ES8,359.13
T0Y***********N7U,257.84
T0Z***********ZCL,308.53
T1P***********9L1,207.21
T1W***********Z41,234.39
T21***********7T3,337.21
T2B***********GBE,317.62
T2G***********TMH,469.04
T2W***********879,205.26
T4F***********SH9,246.96
T4K***********XVK,219.52
T4N***********9U4,247.97
T4V***********MZJ,289.04
T4Y***********0WZ,319.43
T54***********RSB,347.14
T5E***********6PV,227.95
T5N***********J29,302.12
T5X***********DBA,288.28
T61***********K3K,274.21
T63***********08J,170.03
T6G***********GHG,112.94
T72***********S9X,238.78
T79***********6UV,296.54
T7K***********BGH,364.58
T7N***********F7D,265.27
T7V***********HN0,172.25
T7Y***********RGF,298.97
T87***********2CW,139.29
T8E***********G9P,162.68
T8L***********LXF,144.9
T8U***********SSX,372.36
T98***********TZ0,394.0
T99***********WX2,203.96
T9F***********1HZ,357.72
T9K***********001,201.5
T9L***********P32,160.64
TA9***********4K8,285.64
TB6***********H83,240.52
TB9***********NDY,284.36
TB9***********YG1,252.56
TBF***********YA0,237.36
TBL***********7UF,368.71
TBS***********298,277.7
TBT***********42G,123.42
TBX***********DJD,146.05
TBY***********W8P,294.11
TCU***********DWT,226.39
TCY***********B48,357.98
TDF***********3U8,153.41
TDM***********GUA,290.72
TDN***********3DK,209.68
TDP***********LA1,213.23
TDT***********4DZ,495.37
TE7***********MVN,261.14
TEA***********W4P,358.28
TED***********4ZV,219.96
TED***********ZGP,173.09
TEM***********M86,340.88
TEV***********VMU,143.62
TG4***********9CB,383.24
TG7***********3D6,245.02
TGC***********5GR,355.1
TGC***********NWH,221.93
TGG***********LTL,220.58
TGU***********KJJ,339.3
TGZ***********Z7G,229.64
THP***********E47,136.57
TJ2***********RWH,334.57
TJM***********4RZ,181.88
TJY***********CL1,177.76
TJY***********RHG,174.0
TJZ***********4Z8,203.74
TK5***********YVT,218.45
TK6***********NY6,201.98
TKG***********M15,188.22
TKT***********R29,255.0
TKW***********SL0,194.77
TKY***********H5Z,152.03
TLH***********7ZU,137.5
TM5***********HY2,247.09
TMM***********V71,209.68
TMU***********E44,116.8
TMV***********ZCE,274.05
TMW***********ZF7,344.81
TNJ***********TBX,155.61
TNW***********9GC,247.72
TP4***********KUX,141.89
TPB***********33C,169.8
TR5***********1XN,234.14
TRY***********8L3,329.82
TSC***********C68,394.52
TTJ***********TMJ,157.84
TTS***********Y9E,204.09
TTV***********2RT,246.56
TTW***********46N,203.29
TU2***********UGL,222.31
TU5***********DFA,388.65
TU6***********6L7,185.24
TUF***********47P,95.34
TUX***********137,192.6
TV0***********UN8,149.66
TV8***********XJ7,239.4
TV8***********ZT0,186.28
TVY***********8WM,212.33
TW6***********8FS,258.78
TW7***********V18,112.33
TWA***********J4L,445.97
TWK***********246,245.54
TWL***********7T8,250.13
TWR***********XN9,211.94
TX5***********KPT,310.4
TXM***********VZ2,357.64
TXP***********WDX,395.18
TXV***********0YN,129.58
TXV***********2GB,299.22
TY6***********N9C,407.17
TYL***********BXN,126.24
TYN***********CL7,369.47
TYS***********FDM,198.24
TZ0***********9R2,205.55
TZA***********AM3,167.1
U05***********2AN,169.96
U0B***********E4W,151.64
U0G***********P6B,284.39
U0L***********AAV,245.67
U0M***********UBV,227.59
U0M***********WLL,226.51
U0Y***********07F,140.68
U0Y***********JPT,131.08
U1R***********1HZ,110.28
U1R***********ATU,264.61
U2F***********WYA,189.72
U2W***********FHE,226.71
U3F***********R5P,147.46
U3U***********U13,175.92
U4J***********K7L,221.31
U4T***********1UN,149.57
U52***********8EP,227.29
U5G***********67P,271.55
U5G***********998,177.5
U5L***********32M,200.42
U5W***********65V,271.21
U6P***********73K,148.55
U6X***********NCR,362.65
U78***********1NS,199.24
U7C***********XJW,186.09
U7U***********5D2,260.11
U8F***********0SD,335.76
U8J***********GET,167.23
U8L***********WXR,223.22
U9R***********GE1,164.62
UA4***********ZWH,157.86
UA7***********YED,100.6
UAJ***********C7Z,281.91
UAX***********FZC,47.07
UBG***********7RD,363.0
UBH***********21A,293.81
UBJ***********G3R,213.31
UBN***********3WL,158.59
UBV***********4PE,271.36
UC5***********F88,244.01
UCG***********0SZ,404.02
UDA***********F4C,322.3
UDK***********3B6,243.88
UDR***********92J,238.4
UE4***********BP8,319.07
UE5***********S3W,245.55
UET***********8GZ,117.89
UF9***********623,132.05
UFA***********BZ6,119.39
UFF***********36H,375.33
UFH***********D4G,274.91
UG4***********H10,349.24
UGA***********1N1,191.74
UGD***********6UR,369.75
UGL***********PBN,410.53
UGX***********N7A,221.87
UHM***********W7P,216.84
UHS***********5HG,322.15
UJ8***********5CG,306.15
UJA***********194,277.96
UJC***********C6L,130.54
UK4***********557,352.63
UK9***********B36,242.13
UKK***********Y4R,404.95
UKT***********KWN,443.26
UL0***********0G3,121.48
UL7***********J4U,161.45
ULC***********SMU,236.02
ULG***********YHZ,133.02
ULN***********E2N,202.85
ULR***********99W,302.41
ULY***********3C4,87.79
UM5***********NBJ,135.88
UML***********SUG,362.69
UMM***********NUY,113.02
UMN***********5LU,402.81
UN2***********SYE,171.64
UN4***********H9F,192.49
UN5***********C02,161.81
UNG***********GFL,528.56
UNW***********8K6,168.03
UP3***********T1Y,134.73
UP5***********LLJ,204.95
UP7***********T0J,239.05
UPN***********2JP,342.7
UR5***********L0G,139.94
UR6***********XWV,188.4
UR9***********ZWJ,310.35
URB***********4AS,163.07
URF***********UL9,272.54
URL***********2P4,253.7
URV***********TH5,268.39
US3***********3PF,242.85
USH***********C49,202.27
USP***********NL5,269.33
USR***********X33,311.99
UT2***********MW1,504.01
UT3***********MBV,198.38
UT9***********378,272.59
UTF***********247,369.32
UTV***********9KX,272.49
UUW***********GUF,405.17
UVD***********ZWJ,109.89
UVL***********30H,251.81
UVS***********RX9,474.07
UVW***********2UA,296.24
UWM***********E6D,216.89
UWS***********90M,145.17
UWZ***********AD9,238.92
UX6***********97K,306.28
UXC***********DAS,204.0
UXZ***********AXY,241.28
UXZ***********W5R,297.05
UY6***********2G7,212.12
UYA***********RL3,388.6
UYW***********XHJ,139.81
UZ0***********TLT,281.1
UZ5***********C4X,358.98
UZ6***********D0G,160.02
V02***********WYY,183.2
V08***********JWB,208.67
V0V***********63X,249.97
V14***********DZ7,226.42
V22***********A32,250.04
V24***********AZN,283.44
V2D***********JJT,163.74
V2F***********8KB,129.35
V2G***********R5G,271.9
V2P***********C5K,397.91
V36***********SVR,279.03
V3F***********JHE,164.4
V3N***********26V,270.83
V3R***********8DF,254.98
V3S***********V09,332.84
V43***********AKX,186.81
V47***********72E,316.8
V4J***********2U7,247.14
V4Y***********VX3,151.93
V53***********1TV,209.61
V5F***********88J,274.01
V5F***********GR9,164.46
V5K***********FJ9,293.27
V5M***********UNE,184.59
V5S***********VNL,188.55
V5T***********3NK,180.39
V5X***********BCU,249.46
V65***********MHX,279.47
V66***********RV2,176.49
V6C***********48L,132.68
V6P***********752,316.8
V71***********L4X,203.47
V73***********DVJ,180.79
V7N***********18J,293.8
V7R***********G49,218.76
V7Z***********X6B,331.55
V8E***********FWP,428.53
V8L***********V3N,167.77
V9C***********ZEL,268.8
V9N***********ZVD,183.06
V9U***********3RM,234.82
V9U***********9M7,126.52
VA7***********48L,154.5
VAV***********4UV,326.52
VB7***********FB9,122.15
VC5***********YFG,186.52
VC8***********7F6,208.75
VCF***********1PT,264.08
VCF***********FV2,292.88
VCP***********0KJ,368.12
VD0***********1P0,245.38
VDL***********GRK,235.41
VDM***********NNE,326.02
VDY***********NW2,246.47
VE2***********829,230.09
VE6***********3EE,178.92
VE7***********RKJ,337.75
VE7***********UZS,193.33
VEF***********W96,154.09
VEH***********L45,215.9
VEU***********120,421.73
VF0***********A9S,288.49
VFC***********K0S,201.12
VFF***********GWZ,398.3
VFS***********5XD,353.69
VG3***********0SD,212.2
VGK***********AJ3,137.06
VGW***********FHW,275.3
VHE***********FY0,296.48
VHL***********7WY,132.9
VHM***********S7R,349.8
VHN***********GUW,101.54
VHS***********J39,263.85
VHU***********36S,135.23
VJ1***********N0W,141.37
VJ4***********8FY,282.76
VJM***********RSS,279.49
VJR***********378,272.74
VJT***********FY2,317.78
VJZ***********2VW,383.4
VK2***********XGF,142.4
VK6***********L2K,148.13
VK7***********52F,341.01
VKD***********KD9,320.28
VKM***********CBZ,241.87
VL1***********9BY,210.16
VLA***********5X3,390.88
VM0***********DMB,302.96
VMD***********RDS,258.68
VMN***********3G3,276.65
VMP***********3EJ,440.23
VMV***********HWC,274.68
VMY***********8G0,126.4
VN1***********MXC,158.82
VP6***********29K,234.61
VP8***********XN1,192.76
VPD***********V71,164.13
VRJ***********DEW,145.35
VRJ***********XFG,170.06
VRL***********S6Z,174.88
VRT***********GWJ,256.28
VSF***********WRY,245.79
VSJ***********1L3,169.46
VT4***********7T3,222.86
VTE***********C5W,160.02
VVA***********UDR,350.55
VVE***********7LJ,334.04
VVF***********ECS,288.15
VW5***********AGN,134.27
VWX***********EH9,358.29
VX4***********6DB,289.97
VXV***********YHP,464.37
VY0***********LH2,118.73
VZ1***********4JZ,257.17
VZ2***********7H2,183.69
VZF***********TUL,268.22
VZZ***********XBG,299.55
W0F***********TXK,50.43
W0J***********0RU,104.3
W0K***********ZX7,261.06
W0M***********ETN,148.8
W0V***********SBV,289.6
W17***********T30,323.69
W18***********SV9,148.14
W1C***********YWZ,429.84
W1L***********2TX,176.64
W1Z***********220,181.67
W23***********S83,177.62
W25***********H75,156.75
W2H***********L67,178.8
W2M***********WNP,303.47
W2S***********L7S,189.08
W2T***********AEB,212.79
W2X***********D0A,167.01
W3F***********XPP,247.27
W3M***********9TE,185.95
W3N***********BT8,236.78
W3V***********0NB,387.59
W49***********0WF,348.29
W4P***********LV9,316.47
W4T***********968,130.49
W5W***********EJL,329.7
W5X***********NC0,173.08
W60***********A39,198.68
W62***********BAA,128.31
W64***********LR6,272.13
W6F***********BGL,295.36
W6K***********47C,133.43
W6R***********XY6,178.87
W6W***********7X2,314.56
W79***********6VL,236.76
W7Y***********5XA,72.7
W83***********NHV,150.12
W8C***********M1X,322.54
W9A***********W1T,85.48
W9J***********LN6,344.2
W9T***********PB7,208.56
WAA***********YRL,224.84
WAY***********93C,293.02
WAY***********C4Z,248.85
WB4***********0AY,377.94
WB6***********RN9,189.53
WB9***********84L,122.0
WBG***********6N6,413.57
WBH***********U1Z,298.4
WBT***********17U,418.39
WC7***********V6H,218.55
WCA***********27S,157.44
WCK***********03Y,160.47
WD4***********U3D,295.9
WDT***********K9D,258.29
WDZ***********VZ4,219.87
WE3***********T5W,230.76
WED***********43T,269.03
WEF***********622,111.88
WEX***********7ML,113.77
WFU***********C8G,309.15
WG0***********WDL,186.24
WG7***********JHC,247.37
WG7***********YUE,283.11
WGG***********6LX,217.45
WGJ***********DN0,122.02
WGL***********NRX,347.15
WGU***********YGX,211.92
WGW***********AK3,194.0
WGY***********RZW,174.76
WH3***********5JH,304.29
WH3***********G3V,183.12
WHA***********5YT,355.1
WHF***********F5M,144.64
WHX***********ML2,239.58
WHY***********EP0,254.4
WJG***********BK4,99.59
WJW***********GDT,220.14
WKB***********44H,115.15
WKD***********VR5,271.97
WKE***********0EW,276.83
WKG***********053,343.75
WKS***********EK5,357.13
WKX***********SV1,131.74
WL7***********VZF,320.96
WLD***********MJ2,210.54
WLH***********MKL,146.56
WLR***********4X5,413.78
WLS***********6JM,142.14
WLW***********7P1,167.77
WMV***********04E,136.21
WMX***********155,174.56
WNR***********BEB,392.75
WNX***********9TG,148.37
WP8***********RG8,309.88
WPF***********7C1,251.85
WPW***********BXP,259.77
WR3***********75M,278.03
WRB***********CRP,447.75
WRK***********L8U,308.86
WS0***********4XF,90.35
WSB***********RDU,148.42
WSC***********3NV,347.54
WSK***********KSK,344.05
WSV***********D92,351.03
WSX***********8ZG,361.17
WT3***********ZUD,320.54
WTB***********YJS,189.03
WUL***********REG,140.43
WUX***********UM3,138.52
WV0***********T8F,160.78
WV9***********L01,280.48
WVB***********00E,167.37
WVB***********HWB,291.71
WVF***********Y68,216.16
WVL***********N5W,182.79
WWD***********0WT,500.64
WWM***********R2W,249.78
WWW***********WJN,90.98
WX6***********9GE,129.2
WXJ***********H2A,290.12
WXN***********GZM,179.84
WY5***********BTK,201.05
WY7***********TDL,369.66
WYA***********HJN,227.62
WYE***********GV9,365.1
WYH***********GFJ,188.24
WYH***********T48,351.92
WYN***********KRX,214.28
WYZ***********RTH,106.83
WZ0***********GDE,264.55
WZ7***********BFZ,145.58
WZP***********YUB,216.41
X04***********ANC,268.6
X0E***********XBE,196.74
X13***********XER,139.15
X1J***********42B,305.75
X1S***********1CA,167.01
X1S***********CBC,314.07
X2P***********J8S,349.22
X2Y***********GWR,170.74
X3G***********PSW,259.71
X49***********67J,366.22
X4T***********EX6,261.91
X4V***********YLJ,251.36
X4Z***********32D,156.12
X50***********8EA,329.16
X5A***********68H,347.99
X5E***********7XE,290.39
X5G***********T1S,237.34
X5V***********A53,101.33
X62***********F2E,168.59
X62***********YSY,183.77
X64***********9EV,219.59
X65***********CZ8,199.7
X6B***********RM3,280.07
X6C***********EZD,266.92
X6U***********7X4,321.87
X75***********B4W,251.93
X75***********RDZ,293.6
X7G***********8DC,276.37
X7N***********2ZB,139.4
X7U***********AEV,269.38
X8U***********91H,206.09
X93***********MRP,156.61
X95***********WPP,225.19
X97***********RK1,175.15
X98***********5R1,237.03
X99***********E2V,231.28
X9F***********18E,310.76
X9S***********P83,151.71
X9V***********DGH,204.92
XA2***********R3D,166.85
XA4***********100,136.61
XA9***********YVY,308.34
XAH***********L0G,182.73
XAL***********LJ0,199.31
XAV***********K8Y,365.76
XAX***********000,164.41
XBB***********F1F,226.89
XBE***********R6J,175.16
XBE***********SCF,408.19
XBL***********6DP,161.23
XBN***********AZD,235.58
XBR***********ZEK,405.13
XCC***********Y7D,133.15
XCD***********DC5,127.63
XCK***********2Z2,187.99
XD6***********FGL,143.05
XDG***********FLA,198.43
XDM***********64Y,310.45
XDM***********LHS,197.93
XDY***********HM1,232.25
XDZ***********X6J,270.76
XE4***********901,165.12
XEX***********7DJ,226.74
XFB***********HRB,235.13
XFG***********HEW,312.94
XG4***********8TV,380.97
XG8***********N1D,233.16
XGH***********ABG,218.43
XGJ***********8KM,170.79
XGK***********U3A,196.51
XH5***********2SE,196.42
XHS***********V27,227.33
XJ0***********33X,147.7
XJ3***********LNM,324.37
XJ4***********5MA,176.59
XJH***********4RJ,395.57
XKP***********TK3,359.96
XKY***********DJL,194.37
XL0***********PKZ,110.87
XL9***********JJJ,97.22
XLB***********V5F,220.98
XLH***********149,144.07
XLK***********4T9,205.52
XLU***********TE9,398.79
XM5***********M6A,232.89
XM6***********M7P,441.13
XML***********SR6,305.21
XMM***********UBN,106.25
XMN***********FVH,308.3
XN1***********CLL,229.55
XNR***********26J,194.2
XNT***********C4B,361.64
XP2***********4BS,205.31
XP8***********4AG,146.54
XPJ***********MVV,312.36
XPV***********1N4,109.48
XPZ***********0FT,242.74
XPZ***********XW0,145.81
XR7***********AR3,200.27
XR9***********WX0,355.84
XRE***********L5Z,164.69
XRL***********HD1,304.17
XRN***********GWA,227.34
XS1***********MU3,172.0
XSU***********8LG,348.69
XSX***********BW0,108.72
XT8***********ABX,170.56
XTC***********AH0,134.48
XTS***********ERZ,140.47
XUE***********PJ8,370.17
XUL***********120,163.28
XUP***********B7T,272.09
XUT***********0K8,278.39
XV6***********6C7,232.17
XV8***********4FZ,278.15
XVJ***********0D0,452.06
XVP***********JDB,154.25
XVU***********E9C,410.67
XW3***********E7E,289.24
XWC***********EXT,279.95
XWE***********WPX,196.62
XWF***********B8F,223.12
XWM***********ACL,204.7
XWV***********UMB,100.44
XXD***********SPY,190.13
XXH***********ZN4,171.33
XXK***********7FN,134.36
XXR***********3PN,171.34
XYG***********GTG,263.83
XYK***********B9B,331.77
XZG***********BS7,166.55
XZS***********J5D,410.09
XZU***********H6Y,174.74
XZW***********KH6,254.81
Y0H***********HWT,269.02
Y0N***********GP7,225.87
Y0T***********0NG,208.74
Y0V***********5XH,196.51
Y1R***********88X,158.95
Y36***********1RW,235.16
Y37***********CFR,80.88
Y39***********1NY,193.64
Y3D***********M6Z,353.41
Y3G***********NBU,410.67
Y3K***********4XA,313.23
Y3N***********AES,198.29
Y3Z***********835,234.26
Y4M***********G2S,189.37
Y4P***********3Y8,299.18
Y4R***********GY1,247.22
Y4T***********EFH,126.34
Y4V***********TZ5,191.04
Y4X***********J4Y,550.13
Y4Y***********8JM,288.61
Y59***********MSB,280.22
Y5E***********6X5,295.46
Y5L***********3PW,264.41
Y5M***********E12,373.74
Y61***********3EK,163.25
Y6E***********1DZ,408.55
Y6X***********XPT,241.56
Y73***********NTY,204.77
Y7C***********Y7P,210.56
Y7E***********058,376.23
Y7J***********9PU,111.99
Y7N***********RE2,362.16
Y7Z***********5N9,178.91
Y8C***********6LH,167.34
Y8K***********RG1,185.57
Y9J***********7XY,202.34
Y9L***********BD9,192.55
Y9P***********CSN,245.6
YA2***********5YV,352.85
YA2***********ZA7,180.97
YA9***********RUM,104.55
YAU***********Y7U,356.98
YB6***********R07,277.87
YC6***********7SX,366.48
YC7***********765,439.94
YD2***********BKY,225.24
YDC***********VS9,254.74
YEK***********NM0,253.33
YEU***********89C,361.69
YF2***********8EY,239.58
YF9***********JUA,142.48
YF9***********WJZ,232.62
YFA***********G7G,315.8
YFM***********W17,112.07
YG4***********Y37,272.07
YGH***********WHG,180.91
YGM***********RSW,202.75
YGS***********E2R,422.09
YGZ***********MX9,168.94
YH3***********8HJ,201.27
YHK***********K1H,223.67
YHY***********9BK,215.05
YJ6***********7EA,145.73
YJ8***********AG6,342.71
YJC***********9YV,210.56
YJE***********5VM,275.37
YJP***********G54,243.1
YJZ***********U7L,200.74
YK7***********VHV,334.61
YK8***********LX2,370.33
YKB***********016,132.96
YKD***********5AP,159.41
YKE***********EFJ,267.26
YKR***********GBD,325.82
YL3***********2UL,245.33
YLB***********PUE,209.2
YM0***********01D,425.31
YM6***********V03,121.95
YMB***********0B2,159.15
YMC***********JAR,150.88
YMU***********S0Z,191.24
YMV***********CL2,129.06
YN6***********NGX,151.59
YN8***********FMU,309.79
YND***********XC5,156.69
YNX***********T5G,140.62
YPV***********6C8,170.31
YR5***********BW7,94.95
YR8***********D14,228.07
YRF***********FKN,397.92
YRT***********9E4,245.09
YS0***********TFK,163.35
YSB***********8DY,297.44
YSD***********TXP,299.61
YSF***********8BL,265.1
YSF***********J44,149.11
YTF***********DRH,232.15
YTH***********407,234.08
YTH***********67Y,430.57
YTV***********7SV,197.72
YU1***********EJW,309.2
YU5***********E56,158.92
YUM***********RXZ,136.43
YV3***********V8Y,135.83
YV6***********FEF,144.41
YV9***********1DD,238.01
YVA***********XMD,153.23
YVC***********718,431.16
YVD***********5SL,230.76
YVP***********EE1,197.14
YVT***********PE2,161.0
YVX***********H8C,172.11
YW0***********6Z1,222.71
YW5***********8YK,302.97
YWC***********7H7,145.85
YWN***********UB4,164.39
YWY***********NYU,296.61
YX6***********4NP,279.65
YXG***********Z38,270.92
YXZ***********Z5U,428.91
YY4***********DNF,357.45
YYE***********0HB,324.08
YYF***********VJY,201.45
YYU***********YNB,187.51
YZ1***********SS0,216.39
YZ7***********97T,214.17
YZ7***********P6Y,185.23
YZJ***********D89,147.12
YZX***********37T,394.81
Z04***********GT1,179.96
Z08***********U14,195.7
Z0T***********SRC,324.98
Z0U***********SES,110.57
Z0X***********N9N,255.55
Z16***********G70,124.76
Z1J***********9A5,183.7
Z1R***********FMS,332.3
Z1S***********30R,208.38
Z1S***********L0C,166.84
Z22***********EC1,216.18
Z23***********PPS,415.11
Z2A***********0DH,259.52
Z2A***********PBW,365.62
Z2F***********KV9,369.32
Z2T***********3KS,162.82
Z3A***********ZG6,101.37
Z3U***********CEX,226.52
Z3V***********NX0,217.87
Z4A***********TBU,327.65
Z4D***********7VV,208.6
Z4F***********P9L,129.15
Z4V***********6RE,127.21
Z4X***********MNZ,337.64
Z5E***********EXR,439.4
Z5Y***********A87,222.84
Z67***********TKR,362.98
Z6C***********CE6,277.66
Z6N***********Y3A,154.16
Z6X***********UUU,353.15
Z83***********GUU,137.47
Z84***********SJ6,228.67
Z8D***********6PV,133.61
Z8H***********GYD,150.55
Z8J***********CF9,120.91
Z8L***********19N,110.84
Z8S***********B4W,256.57
Z8W***********R4K,221.61
Z99***********1B1,170.24
Z9J***********69F,177.84
Z9Z***********Z3E,336.78
ZA3***********0JY,207.1
ZA3***********ZNK,96.28
ZAB***********GG5,118.09
ZAC***********E80,299.61
ZB0***********612,144.61
ZB0***********NBN,319.01
ZB2***********8ZD,228.22
ZB7***********92W,255.43
ZB7***********LNM,274.77
ZBC***********DKT,404.06
ZBD***********6DY,176.71
ZBD***********VXA,299.12
ZBE***********C70,227.91
ZBM***********CVC,193.64
ZBS***********ZH4,97.36
ZBV***********3PS,380.15
ZBZ***********33J,91.44
ZCM***********RHY,283.69
ZDM***********1B0,203.58
ZDM***********1E0,240.06
ZDX***********H1A,265.94
ZE2***********40Z,187.71
ZE5***********5E6,173.81
ZF7***********3BN,253.39
ZGV***********CW4,215.35
ZH1***********59D,216.94
ZHH***********ZMM,285.93
ZHJ***********AGF,304.3
ZHK***********374,171.74
ZJN***********JRA,174.64
ZJS***********MW0,203.72
ZJT***********YGE,190.41
ZJX***********70W,294.32
ZK3***********48Z,130.3
ZK5***********72C,198.99
ZKF***********82B,191.81
ZKT***********DEN,327.8
ZL7***********RUH,226.05
ZLX***********1RD,175.22
ZLX***********G7P,295.28
ZM0***********11S,337.89
ZM7***********FWE,390.88
ZMJ***********B76,172.25
ZMN***********XNN,202.14
ZN5***********KEU,388.28
ZN7***********M0W,305.23
ZNE***********4BE,160.42
ZNF***********K8V,212.78
ZNR***********9FS,323.35
ZPC***********9NJ,292.14
ZPE***********SF6,252.07
ZPP***********H40,126.26
ZPU***********Z3S,342.39
ZRF***********FKW,153.78
ZRG***********N1U,216.04
ZRK***********1L6,224.58
ZS2***********HA9,261.43
ZS5***********WYB,188.91
ZS8***********7XD,160.65
ZSA***********8D7,137.85
ZSJ***********5NB,224.71
ZSL***********XYR,215.47
ZSN***********2XZ,259.77
ZSV***********183,333.73
ZSW***********3PZ,453.8
ZT3***********965,159.0
ZT5***********04K,154.39
ZTE***********MLR,201.69
ZTF***********TXV,320.99
ZUV***********UG3,210.03
ZVA***********SDT,314.52
ZVX***********75B,301.2
ZWR***********6TV,343.75
ZWV***********ZTL,224.03
ZWZ***********WEJ,366.89
ZX4***********JF4,358.81
ZX5***********G4N,157.54
ZX8***********HGY,292.39
ZXW***********M42,104.79
ZXX***********XX9,197.3
ZY3***********GY7,274.53
ZY8***********L4A,443.9
ZYA***********7HG,191.12
ZYB***********VYV,439.06
ZYD***********ZW0,187.89
ZYV***********DF8,191.77
ZZC***********M3V,161.15
ZZF***********E3L,185.1
ZZJ***********BAE,303.68
ZZN***********1E1,116.18
ZZZ***********5XP,245.79
