Supplier,Supplier_Lot,Part_No,VIN
SUP-01,LOT-1341,838-JKL,3MH***********05C
SUP-09,LOT-9601,394-GHI,L70***********FBW
SUP-02,LOT-8640,394-DEF,G0L***********SD5
SUP-09,LOT-9721,813-ABC,NTR***********AYG
SUP-09,LOT-4554,411-DEF,5ZR***********CHN
SUP-02,LOT-4803,982-JKL,W2X***********D0A
SUP-01,LOT-7021,436-GHI,MU7***********PEE
SUP-09,LOT-7144,614-GHI,X64***********9EV
SUP-02,LOT-1715,244-ABC,R33***********XSZ
SUP-02,LOT-5971,477-JKL,BV8***********3WG
SUP-02,LOT-6093,892-ABC,8L6***********RH4
SUP-02,LOT-7812,676-GHI,B5T***********MCN
SUP-09,LOT-5535,563-GHI,J7R***********F3W
SUP-01,LOT-5712,914-JKL,LU0***********VKZ
SUP-02,LOT-2937,387-DEF,Z8L***********19N
SUP-09,LOT-6396,672-ABC,XSU***********8LG
SUP-02,LOT-9847,644-JKL,NP1***********EHR
SUP-09,LOT-4886,505-ABC,ELL***********9B8
SUP-02,LOT-8689,256-GHI,N9K***********3WW
SUP-01,LOT-6447,384-JKL,UGA***********1N1
SUP-02,LOT-4766,614-JKL,0LG***********YF1
SUP-09,LOT-8746,923-JKL,089***********KMN
SUP-02,LOT-3578,532-JKL,E9M***********HS5
SUP-09,LOT-1938,531-DEF,TEA***********W4P
SUP-01,LOT-8314,825-JKL,4LR***********448
SUP-09,LOT-3164,223-ABC,57S***********CB3
SUP-01,LOT-8914,921-JKL,JCZ***********YZL
SUP-09,LOT-7987,812-GHI,VRJ***********DEW
SUP-02,LOT-4309,425-ABC,85U***********2V4
SUP-09,LOT-2108,242-GHI,206***********AUA
SUP-01,LOT-7108,822-GHI,0RC***********AK4
SUP-02,LOT-1731,378-DEF,AVD***********3P1
SUP-01,LOT-7040,845-ABC,18M***********5D2
SUP-02,LOT-8822,673-JKL,FJ4***********EJ1
SUP-02,LOT-8647,635-ABC,BLC***********X1X
SUP-09,LOT-6678,870-DEF,1RV***********EA7
SUP-01,LOT-9798,680-ABC,YMC***********JAR
SUP-02,LOT-3980,339-ABC,9A9***********4MG
SUP-02,LOT-2859,438-DEF,A8S***********P6L
SUP-02,LOT-4973,914-DEF,84C***********E34
SUP-02,LOT-9706,735-DEF,MJX***********8VE
SUP-02,LOT-7909,523-ABC,X97***********RK1
SUP-09,LOT-9660,141-GHI,USR***********X33
SUP-09,LOT-4485,245-JKL,98S***********R9F
SUP-01,LOT-4640,444-GHI,XA2***********R3D
SUP-01,LOT-6905,987-DEF,7U1***********BLD
SUP-02,LOT-6634,670-ABC,A3L***********D7U
SUP-09,LOT-8089,127-ABC,2M6***********510
SUP-02,LOT-3256,408-JKL,GEL***********P28
SUP-01,LOT-5164,221-DEF,XPJ***********MVV
SUP-01,LOT-1240,280-DEF,77F***********ERM
SUP-09,LOT-8235,715-ABC,TBS***********298
SUP-01,LOT-4616,664-ABC,1KZ***********KLT
SUP-09,LOT-2957,168-GHI,UGL***********PBN
SUP-09,LOT-9022,570-JKL,AYX***********TUR
SUP-01,LOT-3846,243-DEF,18B***********AEM
SUP-01,LOT-7640,977-JKL,G21***********FPT
SUP-09,LOT-1795,888-GHI,F0V***********B63
SUP-01,LOT-4359,268-JKL,RNB***********CR1
SUP-02,LOT-9972,723-ABC,NWW***********WMW
SUP-02,LOT-9144,525-ABC,X9S***********P83
SUP-01,LOT-4384,645-DEF,30C***********715
SUP-09,LOT-6290,225-ABC,K55***********Y4S
SUP-09,LOT-5965,737-GHI,ZHH***********ZMM
SUP-09,LOT-1278,195-ABC,7NA***********65R
SUP-02,LOT-6368,772-ABC,UNW***********8K6
SUP-02,LOT-8180,167-GHI,3PS***********3GU
SUP-01,LOT-5646,347-DEF,JU2***********9KM
SUP-01,LOT-4599,987-ABC,S4B***********778
SUP-01,LOT-9657,677-JKL,UUW***********GUF
SUP-02,LOT-5413,797-JKL,CBN***********MKW
SUP-01,LOT-9772,363-ABC,S5X***********YFW
SUP-01,LOT-8794,490-GHI,A2B***********VFT
SUP-01,LOT-2270,563-DEF,H3Y***********7FZ
SUP-01,LOT-5564,817-ABC,PHP***********BGU
SUP-01,LOT-1443,268-ABC,VC8***********7F6
SUP-01,LOT-7069,761-ABC,UPN***********2JP
SUP-09,LOT-2947,875-GHI,2P9***********20U
SUP-09,LOT-4102,730-ABC,ESB***********38U
SUP-01,LOT-6123,540-JKL,DDM***********L9E
SUP-02,LOT-1272,367-ABC,LGV***********6SX
SUP-09,LOT-4600,201-DEF,8D4***********WY1
SUP-02,LOT-7778,894-ABC,7E4***********YS3
SUP-09,LOT-7852,972-JKL,GDD***********7LJ
SUP-01,LOT-9771,899-JKL,8H7***********D95
SUP-02,LOT-2719,858-ABC,C0K***********TLJ
SUP-02,LOT-6028,647-JKL,5FK***********LKP
SUP-09,LOT-2689,801-GHI,TCY***********B48
SUP-01,LOT-2602,331-DEF,S8C***********W1A
SUP-02,LOT-2933,904-GHI,MF8***********VSD
SUP-09,LOT-9487,760-JKL,RW6***********VHW
SUP-09,LOT-5095,972-JKL,L8J***********CHC
SUP-09,LOT-7648,127-DEF,3B5***********GM8
SUP-09,LOT-7032,545-JKL,0AN***********1PU
SUP-01,LOT-7019,745-JKL,3X3***********C9F
SUP-01,LOT-9120,499-GHI,0RJ***********7DZ
SUP-09,LOT-5932,366-DEF,0JK***********6PT
SUP-09,LOT-8327,123-DEF,43T***********V0F
SUP-01,LOT-3762,780-GHI,1H2***********SDP
SUP-09,LOT-8831,563-ABC,BNM***********CYF
SUP-09,LOT-5671,522-JKL,01P***********N7K
SUP-01,LOT-9206,917-JKL,34U***********0AE
SUP-09,LOT-7501,152-JKL,1SF***********SVH
SUP-02,LOT-1671,128-JKL,SY1***********RMJ
SUP-02,LOT-5850,542-JKL,S6U***********06T
SUP-01,LOT-5094,418-JKL,5W1***********HT3
SUP-01,LOT-7550,401-JKL,4C8***********XNV
SUP-09,LOT-4009,369-GHI,WLW***********7P1
SUP-09,LOT-3532,139-DEF,01N***********J9Y
SUP-01,LOT-6478,594-GHI,365***********9YT
SUP-01,LOT-1374,144-DEF,GLP***********GHX
SUP-02,LOT-6330,733-JKL,HHE***********SGF
SUP-02,LOT-8837,780-JKL,2NA***********0DF
SUP-09,LOT-3522,779-ABC,9LF***********J3M
SUP-02,LOT-4360,912-ABC,3VJ***********5K3
SUP-09,LOT-6270,654-JKL,YEU***********89C
SUP-02,LOT-8422,768-GHI,RG2***********3LC
SUP-02,LOT-9853,887-DEF,YVD***********5SL
SUP-02,LOT-4749,933-GHI,ZB2***********8ZD
SUP-09,LOT-7439,291-JKL,S5N***********TZ0
SUP-02,LOT-5540,123-GHI,205***********9TK
SUP-01,LOT-6117,337-DEF,7B1***********DMP
SUP-02,LOT-2959,506-JKL,38K***********YCP
SUP-02,LOT-5268,432-DEF,D30***********WKJ
SUP-01,LOT-2924,898-JKL,JJZ***********HZW
SUP-01,LOT-5069,683-JKL,PDH***********FY9
SUP-01,LOT-1044,961-GHI,AN8***********5B0
SUP-01,LOT-3479,536-GHI,CRJ***********CGA
SUP-01,LOT-9383,207-GHI,RXB***********3MN
SUP-01,LOT-1027,154-JKL,8N6***********9AH
SUP-09,LOT-6954,985-ABC,5HK***********GLL
SUP-09,LOT-9541,621-DEF,TGZ***********Z7G
SUP-09,LOT-6876,413-GHI,C7V***********XWR
SUP-09,LOT-3055,921-JKL,AAH***********GYT
SUP-09,LOT-2323,642-JKL,XG8***********N1D
SUP-02,LOT-1747,409-DEF,MCB***********81A
SUP-01,LOT-6990,172-GHI,KAH***********LEL
SUP-09,LOT-6861,347-GHI,A58***********V2H
SUP-01,LOT-4556,978-ABC,0CD***********0LW
SUP-02,LOT-1352,643-ABC,SAE***********SDA
SUP-09,LOT-7367,660-JKL,ZZJ***********BAE
SUP-02,LOT-4519,962-ABC,G37***********X3B
SUP-01,LOT-4302,145-DEF,47Z***********AED
SUP-09,LOT-7022,436-GHI,YM0***********01D
SUP-09,LOT-4758,805-DEF,DZJ***********82Z
SUP-01,LOT-4762,868-JKL,1M2***********06J
SUP-01,LOT-6817,743-ABC,7TF***********G99
SUP-01,LOT-9232,606-DEF,NJL***********P9J
SUP-09,LOT-5323,413-GHI,XV8***********4FZ
SUP-09,LOT-4943,693-JKL,MHG***********S9H
SUP-01,LOT-9722,678-JKL,TU2***********UGL
SUP-01,LOT-3587,965-JKL,4DN***********U5Z
SUP-02,LOT-1439,808-GHI,VK2***********XGF
SUP-02,LOT-3441,895-JKL,J00***********LBG
SUP-01,LOT-7502,630-ABC,HZA***********GR7
SUP-01,LOT-9701,850-GHI,HXN***********ZAY
SUP-09,LOT-2128,359-GHI,A22***********JNX
SUP-02,LOT-6173,974-DEF,9YS***********NFH
SUP-02,LOT-8259,452-GHI,M9B***********31T
SUP-01,LOT-2286,583-DEF,V5S***********VNL
SUP-01,LOT-8574,396-ABC,GT0***********DES
SUP-01,LOT-8311,609-GHI,9XE***********6L1
SUP-01,LOT-5985,959-DEF,CZH***********MA4
SUP-09,LOT-2820,424-GHI,N41***********CTX
SUP-09,LOT-9510,137-GHI,RXX***********9S1
SUP-09,LOT-7778,897-DEF,C1C***********7H1
SUP-01,LOT-2512,714-GHI,URV***********TH5
SUP-02,LOT-8833,132-ABC,7L7***********8E2
SUP-01,LOT-5939,544-ABC,43U***********ZSH
SUP-09,LOT-1312,742-DEF,6C2***********ASA
SUP-01,LOT-4632,293-JKL,DEM***********4JB
SUP-01,LOT-5324,711-DEF,5D6***********60R
SUP-09,LOT-7833,420-GHI,R08***********AS8
SUP-02,LOT-8835,659-DEF,89E***********DLX
SUP-02,LOT-2837,528-ABC,3MF***********CU9
SUP-01,LOT-9289,376-ABC,DZT***********9G5
SUP-09,LOT-1300,473-JKL,0UJ***********V8J
SUP-01,LOT-1229,313-JKL,TB9***********YG1
SUP-01,LOT-4265,936-ABC,27W***********ZRW
SUP-02,LOT-3360,401-GHI,AXD***********LN3
SUP-02,LOT-8514,132-ABC,RBF***********BL1
SUP-02,LOT-2637,308-JKL,4M4***********FN1
SUP-09,LOT-5154,258-DEF,R0Y***********PYM
SUP-09,LOT-5023,544-GHI,G8X***********FSR
SUP-09,LOT-3412,558-DEF,3F1***********3UA
SUP-09,LOT-5498,598-GHI,03F***********FEY
SUP-02,LOT-6310,495-DEF,GVY***********RPZ
SUP-09,LOT-1226,525-JKL,036***********TXH
SUP-09,LOT-2012,948-DEF,RXH***********61S
SUP-09,LOT-7874,206-ABC,8U4***********4S2
SUP-09,LOT-1063,776-ABC,9YV***********0GS
SUP-02,LOT-5096,141-JKL,LYF***********1L1
SUP-09,LOT-7199,803-GHI,R3B***********U3U
SUP-02,LOT-9145,198-ABC,FJJ***********250
SUP-09,LOT-4993,535-ABC,J25***********V9F
SUP-01,LOT-7891,775-ABC,TV8***********ZT0
SUP-01,LOT-8600,273-ABC,NTL***********CG4
SUP-02,LOT-7267,114-JKL,KPT***********GJW
SUP-01,LOT-2327,762-DEF,AWY***********CGX
SUP-02,LOT-1010,168-JKL,4M1***********XRS
SUP-01,LOT-7732,187-DEF,F8P***********E01
SUP-09,LOT-9752,760-DEF,WMV***********04E
SUP-09,LOT-7713,321-JKL,FFM***********YCH
SUP-02,LOT-4308,687-GHI,DWF***********L5M
SUP-01,LOT-9454,604-JKL,E0N***********8H1
SUP-02,LOT-3730,577-DEF,F55***********A2E
SUP-02,LOT-8616,706-ABC,YPV***********6C8
SUP-02,LOT-4375,433-GHI,034***********CG1
SUP-01,LOT-9931,254-GHI,MYW***********5CG
SUP-02,LOT-8579,343-GHI,E26***********Y4A
SUP-09,LOT-2257,407-DEF,2R7***********APD
SUP-02,LOT-8878,478-GHI,TWL***********7T8
SUP-09,LOT-3081,728-ABC,C22***********KVT
SUP-01,LOT-6347,753-GHI,8JZ***********4EU
SUP-09,LOT-8468,625-ABC,PXL***********8F8
SUP-02,LOT-2029,618-GHI,J39***********MMJ
SUP-02,LOT-4929,552-ABC,W7Y***********5XA
SUP-02,LOT-2762,203-GHI,M6R***********2A0
SUP-09,LOT-6427,796-JKL,HX8***********BY6
SUP-01,LOT-5984,612-JKL,6H4***********YRB
SUP-02,LOT-4719,481-GHI,2N5***********CKP
SUP-09,LOT-1139,108-ABC,A5Z***********LYX
SUP-02,LOT-1554,827-JKL,JEK***********FLC
SUP-09,LOT-6330,945-GHI,9CM***********319
SUP-09,LOT-2016,743-JKL,314***********XZ0
SUP-09,LOT-5122,343-JKL,SAY***********5E4
SUP-01,LOT-9610,319-JKL,Y3Z***********835
SUP-02,LOT-5011,255-DEF,VA7***********48L
SUP-02,LOT-4333,772-GHI,E0J***********6EA
SUP-01,LOT-8897,980-DEF,6DW***********WE0
SUP-02,LOT-2388,598-ABC,ESX***********TZ1
SUP-09,LOT-9501,507-JKL,296***********6H4
SUP-02,LOT-4514,401-GHI,3N4***********875
SUP-02,LOT-1905,728-GHI,KHX***********MRH
SUP-02,LOT-1326,939-ABC,R7L***********4J2
SUP-02,LOT-9870,462-DEF,V7R***********G49
SUP-09,LOT-2342,572-ABC,YAU***********Y7U
SUP-02,LOT-3526,313-DEF,JD6***********G5E
SUP-02,LOT-9550,654-DEF,RN0***********UXH
SUP-02,LOT-4181,527-GHI,ACU***********NJ8
SUP-09,LOT-5018,104-GHI,HXG***********4L7
SUP-01,LOT-3788,784-ABC,FTL***********VSF
SUP-01,LOT-9791,425-DEF,J2F***********Z2A
SUP-01,LOT-5130,517-DEF,SDJ***********NK6
SUP-09,LOT-1289,317-DEF,RXL***********GGD
SUP-02,LOT-7128,232-GHI,SF8***********X46
SUP-09,LOT-1912,616-DEF,XXH***********ZN4
SUP-02,LOT-1484,581-JKL,B62***********ZYR
SUP-01,LOT-7270,802-DEF,WKB***********44H
SUP-02,LOT-4999,152-DEF,SPE***********181
SUP-09,LOT-2895,423-GHI,WGL***********NRX
SUP-02,LOT-8192,334-ABC,JND***********ZGZ
SUP-09,LOT-4621,928-GHI,697***********CJT
SUP-01,LOT-1492,350-GHI,U8F***********0SD
SUP-02,LOT-2165,348-DEF,NWE***********PPP
SUP-01,LOT-1843,989-JKL,MYJ***********6KE
SUP-09,LOT-4052,321-GHI,XZU***********H6Y
SUP-01,LOT-2707,877-ABC,CBZ***********7VG
SUP-09,LOT-2815,884-GHI,DDX***********3DP
SUP-02,LOT-4425,602-DEF,AXZ***********EU1
SUP-01,LOT-6423,583-GHI,J64***********PDC
SUP-09,LOT-3719,676-GHI,1C4***********EAZ
SUP-09,LOT-2004,553-GHI,SYG***********483
SUP-01,LOT-9719,670-ABC,CDL***********R41
SUP-01,LOT-6642,624-GHI,NW6***********GTA
SUP-02,LOT-7161,658-ABC,P1X***********NDF
SUP-02,LOT-5065,773-ABC,X6B***********RM3
SUP-02,LOT-2805,537-ABC,BMZ***********002
SUP-01,LOT-1000,800-GHI,XBB***********F1F
SUP-02,LOT-8886,338-JKL,DDV***********6SU
SUP-01,LOT-9076,675-JKL,422***********JJF
SUP-02,LOT-7095,116-DEF,JZY***********Y10
SUP-01,LOT-4982,121-ABC,53J***********93E
SUP-09,LOT-7547,522-ABC,SMY***********AU9
SUP-02,LOT-8640,531-DEF,ZS8***********7XD
SUP-09,LOT-4707,592-ABC,H8U***********5S9
SUP-09,LOT-1072,622-DEF,U5L***********32M
SUP-09,LOT-5338,587-ABC,KWM***********WSR
SUP-09,LOT-7528,457-JKL,2B0***********DC4
SUP-01,LOT-4494,315-JKL,E1H***********KLL
SUP-09,LOT-4829,633-GHI,DFB***********CJT
SUP-01,LOT-2139,672-GHI,X4T***********EX6
SUP-02,LOT-8192,924-JKL,21Y***********GC4
SUP-02,LOT-7240,952-GHI,MT9***********BHZ
SUP-02,LOT-4903,396-DEF,LN8***********9ZP
SUP-01,LOT-3164,287-JKL,XKY***********DJL
SUP-09,LOT-1943,919-JKL,D2H***********T8N
SUP-09,LOT-6986,344-GHI,SX1***********9JF
SUP-01,LOT-7494,568-GHI,KH9***********UTV
SUP-02,LOT-7767,996-ABC,59G***********JWM
SUP-09,LOT-9780,505-JKL,YKB***********016
SUP-09,LOT-1511,712-DEF,B0X***********PBZ
SUP-02,LOT-1992,173-ABC,TJY***********RHG
SUP-09,LOT-2834,418-JKL,LMD***********EB4
SUP-01,LOT-8103,662-ABC,FVN***********53D
SUP-02,LOT-7468,364-ABC,9EG***********H64
SUP-09,LOT-5407,737-GHI,BD4***********NDF
SUP-09,LOT-2669,117-JKL,MXX***********VH3
SUP-02,LOT-3191,402-ABC,9L6***********05Z
SUP-09,LOT-3177,566-GHI,JYL***********HFH
SUP-09,LOT-3786,100-GHI,H8H***********AL7
SUP-01,LOT-3661,865-DEF,11E***********YPA
SUP-01,LOT-3469,311-GHI,ZT5***********04K
SUP-01,LOT-2258,534-GHI,Y4V***********TZ5
SUP-02,LOT-9954,233-DEF,URF***********UL9
SUP-01,LOT-8604,106-ABC,LNU***********H5F
SUP-09,LOT-3300,511-GHI,YU5***********E56
SUP-09,LOT-2194,335-JKL,CRR***********FT7
SUP-02,LOT-4896,215-DEF,H0L***********H4B
SUP-01,LOT-9864,253-GHI,RR5***********1CZ
SUP-02,LOT-8364,168-DEF,ZZC***********M3V
SUP-01,LOT-7098,757-ABC,BXT***********GR2
SUP-09,LOT-2608,971-GHI,YB6***********R07
SUP-09,LOT-9265,338-JKL,5FF***********BW8
SUP-01,LOT-2080,857-JKL,624***********JVF
SUP-01,LOT-3105,555-JKL,DAA***********9WM
SUP-01,LOT-3311,779-JKL,GJN***********AVV
SUP-09,LOT-8270,495-GHI,1YS***********F32
SUP-02,LOT-4227,199-DEF,X50***********8EA
SUP-09,LOT-9491,370-JKL,9CC***********MCL
SUP-09,LOT-4216,457-ABC,MD5***********E54
SUP-09,LOT-8205,373-ABC,PR7***********LUM
SUP-02,LOT-1717,960-GHI,XHS***********V27
SUP-02,LOT-1155,128-ABC,VJR***********378
SUP-09,LOT-4698,451-JKL,H75***********054
SUP-02,LOT-7375,376-DEF,MX9***********2AS
SUP-02,LOT-6749,827-GHI,F4Z***********PVW
SUP-02,LOT-6483,560-GHI,P4H***********FYE
SUP-02,LOT-4115,419-JKL,W62***********BAA
SUP-09,LOT-4779,647-JKL,C4T***********KDK
SUP-02,LOT-3235,283-GHI,EYY***********03Y
SUP-01,LOT-1857,165-GHI,C0Z***********6KM
SUP-01,LOT-9966,844-ABC,GA8***********05C
SUP-09,LOT-7128,912-GHI,U7U***********5D2
SUP-02,LOT-3878,325-DEF,X4Z***********32D
SUP-02,LOT-4674,298-ABC,AJT***********DM5
SUP-09,LOT-6224,189-GHI,6KL***********HSZ
SUP-01,LOT-9857,733-GHI,XZW***********KH6
SUP-01,LOT-5593,126-ABC,8E9***********82U
SUP-09,LOT-9202,868-JKL,MVC***********T38
SUP-09,LOT-4102,544-DEF,0MD***********B6C
SUP-02,LOT-9031,357-DEF,EFF***********4GD
SUP-02,LOT-6478,929-JKL,360***********PFB
SUP-01,LOT-8922,183-DEF,CL7***********1ZY
SUP-01,LOT-4352,915-DEF,330***********TE5
SUP-09,LOT-4001,125-JKL,7CW***********G76
SUP-09,LOT-3000,328-DEF,28M***********MDM
SUP-01,LOT-8132,925-ABC,WBH***********U1Z
SUP-01,LOT-3876,512-DEF,E6B***********4FY
SUP-01,LOT-5039,387-DEF,U0M***********UBV
SUP-09,LOT-5792,260-ABC,BPS***********BKT
SUP-09,LOT-4911,941-DEF,GZ2***********XVU
SUP-01,LOT-9589,770-GHI,C96***********RX7
SUP-02,LOT-9099,518-ABC,11M***********B77
SUP-01,LOT-1065,473-ABC,D0R***********C63
SUP-01,LOT-2459,321-GHI,F75***********M20
SUP-09,LOT-2585,878-JKL,A15***********F91
SUP-09,LOT-8393,145-GHI,S4D***********93H
SUP-09,LOT-7964,885-GHI,TGG***********LTL
SUP-01,LOT-7331,512-ABC,HCT***********U81
SUP-02,LOT-4672,708-GHI,GY9***********5LN
SUP-02,LOT-1719,114-GHI,JPR***********MEP
SUP-01,LOT-2659,281-JKL,F4U***********X75
SUP-02,LOT-9741,105-GHI,CVH***********4MK
SUP-01,LOT-5149,398-DEF,26Z***********TAV
SUP-02,LOT-6391,238-DEF,0NM***********8ZP
SUP-01,LOT-4246,287-GHI,7N0***********D24
SUP-09,LOT-5328,992-DEF,1ZY***********DFV
SUP-09,LOT-1578,490-GHI,LH9***********E65
SUP-01,LOT-4969,883-DEF,LH2***********T3G
SUP-02,LOT-3353,899-DEF,82K***********S1R
SUP-09,LOT-2603,200-JKL,MB0***********0RV
SUP-02,LOT-4136,529-DEF,00D***********27N
SUP-09,LOT-2217,780-JKL,BJ0***********KY5
SUP-09,LOT-8956,551-GHI,DSY***********0N1
SUP-09,LOT-2842,128-ABC,TW6***********8FS
SUP-09,LOT-9134,367-ABC,217***********W55
SUP-09,LOT-3716,994-ABC,KYC***********A96
SUP-02,LOT-2948,131-GHI,XWV***********UMB
SUP-02,LOT-7642,693-GHI,K5P***********WY7
SUP-09,LOT-8528,124-GHI,UET***********8GZ
SUP-02,LOT-7252,413-DEF,M85***********59M
SUP-02,LOT-6263,325-GHI,3BP***********LPP
SUP-01,LOT-1594,503-JKL,FJ0***********AHH
SUP-09,LOT-5588,333-GHI,99R***********L9V
SUP-01,LOT-7137,906-JKL,267***********KMG
SUP-02,LOT-5822,569-DEF,HLW***********5P9
SUP-02,LOT-2460,526-GHI,362***********LKM
SUP-02,LOT-1265,519-JKL,NCL***********A9F
SUP-09,LOT-5494,625-GHI,AWB***********YGR
SUP-01,LOT-9272,373-ABC,CCF***********FZR
SUP-09,LOT-2167,559-GHI,BSB***********3KM
SUP-02,LOT-4568,122-GHI,UCG***********0SZ
SUP-09,LOT-2652,218-GHI,J9U***********NXS
SUP-02,LOT-7633,423-JKL,95G***********8ZX
SUP-01,LOT-2188,398-JKL,0C3***********E5Z
SUP-09,LOT-1593,159-DEF,N7U***********TK1
SUP-01,LOT-9957,163-JKL,CRG***********XFJ
SUP-02,LOT-3998,584-GHI,AN0***********YC9
SUP-02,LOT-1281,633-JKL,90Y***********28A
SUP-02,LOT-2146,932-JKL,SZF***********AY9
SUP-09,LOT-5648,422-GHI,623***********H4T
SUP-09,LOT-2714,422-ABC,PM3***********FMU
SUP-02,LOT-9704,480-ABC,PN3***********HYG
SUP-09,LOT-7531,617-JKL,EC7***********B31
SUP-01,LOT-6040,797-ABC,DUV***********MR8
SUP-01,LOT-3402,159-ABC,7DJ***********4RC
SUP-01,LOT-2646,971-GHI,EAM***********SM9
SUP-09,LOT-7587,248-ABC,RXZ***********R4E
SUP-09,LOT-1987,649-ABC,RLV***********VBD
SUP-01,LOT-3710,806-JKL,8K4***********K25
SUP-02,LOT-2178,856-JKL,Y5M***********E12
SUP-09,LOT-4517,112-JKL,XDZ***********X6J
SUP-01,LOT-9973,987-JKL,VHL***********7WY
SUP-02,LOT-7368,525-JKL,PZ9***********RZ2
SUP-02,LOT-3877,130-DEF,3N5***********YSH
SUP-02,LOT-5031,179-ABC,Z3A***********ZG6
SUP-02,LOT-8147,403-ABC,X1J***********42B
SUP-09,LOT-6731,389-DEF,D6A***********H28
SUP-09,LOT-2006,603-ABC,2SA***********NEF
SUP-09,LOT-2272,624-GHI,NGA***********GGK
SUP-09,LOT-7712,474-DEF,X98***********5R1
SUP-01,LOT-8345,130-JKL,JAT***********FBF
SUP-01,LOT-8692,615-ABC,7PE***********PH2
SUP-09,LOT-8936,965-GHI,VDM***********NNE
SUP-09,LOT-8759,423-JKL,VY0***********LH2
SUP-01,LOT-7038,344-GHI,S4M***********0AZ
SUP-09,LOT-5106,184-ABC,K90***********4HP
SUP-02,LOT-4343,549-DEF,9ZT***********MAJ
SUP-09,LOT-7765,116-JKL,EM4***********ZN5
SUP-01,LOT-9848,807-GHI,HTC***********JC6
SUP-01,LOT-8319,832-GHI,470***********YRG
SUP-09,LOT-7206,407-JKL,738***********P11
SUP-01,LOT-8076,107-DEF,GRY***********XVY
SUP-02,LOT-1325,683-DEF,XMM***********UBN
SUP-01,LOT-6419,934-JKL,3B9***********VG4
SUP-09,LOT-1606,383-ABC,0ST***********896
SUP-01,LOT-7831,495-DEF,34X***********ETH
SUP-01,LOT-9052,226-ABC,4XR***********G4P
SUP-02,LOT-2212,171-ABC,KA0***********M74
SUP-02,LOT-5672,364-GHI,8ZM***********5MV
SUP-01,LOT-2198,620-JKL,VEU***********120
SUP-01,LOT-6059,299-DEF,H2L***********7A8
SUP-09,LOT-5665,473-GHI,0AV***********57F
SUP-09,LOT-2536,408-DEF,B9C***********7HJ
SUP-09,LOT-4409,218-DEF,TCU***********DWT
SUP-09,LOT-7288,440-ABC,15N***********BD9
SUP-01,LOT-3220,385-GHI,KU4***********MXN
SUP-02,LOT-8067,384-GHI,9SB***********AT5
SUP-01,LOT-3146,480-GHI,Z6X***********UUU
SUP-09,LOT-7289,872-GHI,EPK***********NKA
SUP-09,LOT-2648,149-JKL,NA6***********7LG
SUP-09,LOT-5346,425-DEF,SK2***********SML
SUP-01,LOT-8222,694-ABC,SPH***********818
SUP-01,LOT-9305,223-ABC,A2B***********19X
SUP-01,LOT-1793,514-JKL,AM4***********WXT
SUP-01,LOT-8096,479-JKL,TBY***********W8P
SUP-01,LOT-3280,658-JKL,YYF***********VJY
SUP-01,LOT-4410,712-DEF,PAG***********MUT
SUP-02,LOT-9481,100-GHI,GEX***********JWF
SUP-09,LOT-7139,719-ABC,MWG***********X1L
SUP-02,LOT-4687,363-GHI,LVY***********1YK
SUP-09,LOT-3913,369-ABC,ARM***********YH0
SUP-02,LOT-6254,223-DEF,PKW***********3LZ
SUP-09,LOT-5886,835-JKL,L38***********SWD
SUP-02,LOT-2489,927-ABC,YA2***********ZA7
SUP-02,LOT-5866,554-DEF,6UY***********E5J
SUP-01,LOT-7195,778-DEF,524***********7E7
SUP-01,LOT-5351,732-GHI,GW1***********GWH
SUP-09,LOT-7019,536-JKL,76B***********Y3S
SUP-02,LOT-7644,438-GHI,21D***********TSB
SUP-01,LOT-3475,909-GHI,273***********HSW
SUP-02,LOT-9126,350-ABC,0H4***********GF0
SUP-09,LOT-4611,112-JKL,3WT***********0R1
SUP-01,LOT-6685,858-ABC,GHF***********5AD
SUP-09,LOT-2752,767-DEF,RAP***********ZFN
SUP-02,LOT-1155,535-JKL,NUS***********Y6N
SUP-01,LOT-8839,914-DEF,B71***********WDY
SUP-01,LOT-2481,599-ABC,XPZ***********0FT
SUP-09,LOT-4430,104-DEF,1PP***********HXV
SUP-01,LOT-5060,924-DEF,BDY***********1DA
SUP-02,LOT-3104,553-ABC,E9E***********ELL
SUP-09,LOT-4101,108-JKL,FWH***********4K7
SUP-01,LOT-7044,825-ABC,6EW***********HAV
SUP-09,LOT-9055,848-ABC,Z23***********PPS
SUP-01,LOT-9281,334-DEF,LXT***********PD1
SUP-09,LOT-8470,886-JKL,4EU***********UFC
SUP-02,LOT-8076,267-GHI,430***********X5B
SUP-01,LOT-9317,609-DEF,EAA***********SDL
SUP-02,LOT-3850,317-JKL,LXP***********PY6
SUP-01,LOT-3167,422-JKL,Z4X***********MNZ
SUP-01,LOT-5318,161-DEF,UY6***********2G7
SUP-02,LOT-1245,272-DEF,BLE***********6TZ
SUP-09,LOT-1783,335-ABC,LAY***********2BK
SUP-02,LOT-8800,705-GHI,YR8***********D14
SUP-09,LOT-2494,972-ABC,X5E***********7XE
SUP-09,LOT-9628,557-GHI,L3R***********ZPD
SUP-09,LOT-2769,237-GHI,T61***********K3K
SUP-09,LOT-4898,316-JKL,6AL***********N26
SUP-09,LOT-7363,920-JKL,6R6***********7WK
SUP-02,LOT-5944,995-JKL,T8L***********LXF
SUP-09,LOT-7458,406-ABC,D7S***********KX3
