Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift,Temp_C,Shift_Derived
3127,GA-2,STN-06,2026-11-03 08:03:00,613-ABC,BOM-1,49.96932,9.63264,59.29,REPAIR,Automated,TL-005,SUP-09,T5H***********ABR,WO-50471,False,Temperature High,1.0034,Morning,89.97153333333334,Morning
3136,GA-1,STN-06,2026-11-03 08:07:00,133-GHI,BOM-3,45.15035999999999,9.152099999999999,52.6,,human,TL-003,SUP-01,MT2***********VCP,WO-57167,False,Leak Detected,1.0169,Morning,73.82694,Morning
3139,GA-1,STN-06,2026-11-03 08:09:00,285-ABC,BOM-3,48.8,6.441599999999999,51.75,REPAIR,AUTO,TL-024,SUP-02,AAD***********5GX,WO-88163,False,Leak Detected,0.976,Morning,86.376,Morning
3141,GA-1,STN-06,2026-11-03 08:10:00,481-ABC,BOM-3,46.43387,10.562983493980887,66.37,REJECT,HUMAN,TL-023,SUP-09,98X***********RBD,WO-13082,False,Visual Defect,0.9457,Morning,78.02025,Morning
3163,GA-2,STN-06,2026-11-03 08:21:00,936-DEF,BOM-2,51.807359999999996,7.5552399999999995,59.84,,human,TL-023,SUP-02,H3Y***********826,WO-86498,False,Visual Defect,0.9812,Morning,87.91551999999999,Morning
3184,GA-1,STN-06,2026-11-03 08:31:00,522-GHI,BOM-1,52.91616,11.324860000000001,56.48,REJECT,Human,TL-012,SUP-01,8RG***********81Z,WO-34447,False,Torque Out of Spec,1.0022,Morning,87.39184,Morning
3201,GA-1,STN-06,2026-11-03 08:40:00,928-ABC,BOM-1,47.26485,7.72695,56.56,REPAIR,Human,TL-005,SUP-09,PE1***********49F,WO-29945,False,,1.0035,Morning,73.8576,Morning
3215,GA-1,STN-06,2026-11-03 08:47:00,651-ABC,BOM-2,55.63447,10.50088,55.99,REPAIR,Human,TL-001,sup-01,XSK***********2NG,WO-81312,False,Temperature High,1.0097,Morning,86.72201111111112,Morning
3228,GA-1,STN-06,2026-11-03 08:53:00,884-GHI,BOM-1,51.056810000000006,,49.6,REJECT,AUTO,TL-018,sup-01,260***********WCK,WO-34427,False,Visual Defect,1.0273,Morning,80.95124,Morning
3237,GA-1,STN-06,2026-11-03 08:58:00,813-ABC,BOM-3,55.4112,8.191618748190129,52.77,REPAIR,AUTO,TL-017,sup-02,X2W***********BJ8,WO-25852,False,Leak Detected,0.9984,Morning,81.36959999999999,Morning
3239,GA-2,STN-06,2026-11-03 08:59:00,238-DEF,BOM-1,54.05855,8.23277,53.6,REPAIR,human,TL-018,SUP-01,GU6***********8NU,WO-29014,False,Temperature High,0.9919,Morning,66.35811000000001,Morning
3247,GA-1,STN-06,2026-11-03 09:03:00,104-GHI,BOM-2,45.49314,10.300219252885451,72.92,OK,human,TL-015,SUP-02,3WG***********9PZ,WO-36250,False,Torque Out of Spec,0.9933,Morning,68.59288333333333,Morning
3277,GA-2,STN-06,2026-11-03 09:18:00,189-ABC,BOM-3,54.71231999999999,10.490778968270385,51.68,OK,Automated,TL-006,SUP-09,MM3***********RNC,WO-94578,False,Visual Defect,0.9984,Morning,74.97984,Morning
3311,GA-1,STN-06,2026-11-03 09:35:00,576-ABC,BOM-1,46.094,9.509920000000001,61.02,REPAIR,HUMAN,TL-005,SUP-09,BTP***********UDH,WO-29714,False,,0.9704,Morning,79.96096000000001,Morning
3327,GA-2,STN-06,2026-11-03 09:43:00,571-DEF,BOM-3,51.34474,10.48248,59.52,,automated,TL-017,sup-01,9ES***********D1Z,WO-27907,False,,0.9706,Morning,87.94714444444445,Morning
3329,GA-1,STN-06,2026-11-03 09:44:00,858-GHI,BOM-1,46.14798,10.733405038679518,57.86,,AUTO,TL-001,SUP-09,NKU***********52H,WO-53430,False,Leak Detected,0.9903,Morning,92.48301666666666,Morning
3333,GA-2,STN-06,2026-11-03 09:46:00,465-ABC,BOM-1,40.648720000000004,11.320950371626747,40.71,UNKNOWN,automated,TL-008,sup-09,01J***********NNH,WO-28277,False,Visual Defect,1.0012,Morning,70.86271111111111,Morning
3339,GA-1,STN-06,2026-11-03 09:49:00,842-DEF,BOM-2,45.26454,7.51026,78.36,REJECT,automated,TL-022,sup-02,PF6***********0SB,WO-11844,False,Temperature High,1.0149,Morning,85.45457999999999,Morning
3369,GA-2,STN-06,2026-11-03 10:04:00,129-GHI,BOM-1,51.9223,11.163758463299272,68.69,OK,automated,TL-019,SUP-02,BP6***********BRY,WO-60350,False,Temperature High,1.0082,Morning,87.41094,Morning
3409,GA-2,STN-06,2026-11-03 10:24:00,654-ABC,BOM-2,52.65749999999999,10.03,52.46,,HUMAN,TL-007,SUP-02,M1T***********9R1,WO-98392,False,Temperature High,1.003,Morning,78.5349,Morning
3423,GA-1,STN-06,2026-11-03 10:31:00,576-DEF,BOM-2,55.089859999999994,13.125789103545277,37.59,REPAIR,Human,TL-001,sup-02,FG6***********3UN,WO-15204,False,,0.9962,Morning,76.40854,Morning
3459,GA-2,STN-06,2026-11-03 10:49:00,910-ABC,BOM-2,48.577259999999995,11.445079220618045,71.04,REJECT,HUMAN,TL-018,sup-09,AZT***********J99,WO-31019,False,,0.9934,Morning,80.4654,Morning
3465,GA-2,STN-06,2026-11-03 10:52:00,837-ABC,BOM-1,52.75724999999999,11.45586,77.53,UNKNOWN,Human,TL-018,SUP-09,UWL***********101,WO-58956,False,Torque Out of Spec,1.0049,Morning,96.36990999999999,Morning
3483,GA-1,STN-06,2026-11-03 11:01:00,835-GHI,BOM-2,55.514880000000005,11.008734262744937,64.16,REJECT,Human,TL-007,sup-02,KY4***********NC8,WO-96388,False,Temperature High,1.0112,Morning,79.04213333333334,Morning
3503,GA-2,STN-06,2026-11-03 11:11:00,762-GHI,BOM-1,54.89708,9.13525834608861,56.59,REJECT,Automated,TL-003,SUP-02,JGV***********CK4,WO-59293,False,Torque Out of Spec,1.0319,Morning,85.33813,Morning
3535,GA-2,STN-06,2026-11-03 11:27:00,850-ABC,BOM-1,51.81836,,42.14,UNKNOWN,automated,TL-012,sup-02,4WZ***********DFP,WO-85141,False,Torque Out of Spec,0.9889,Morning,71.75018888888889,Morning
3556,GA-2,STN-06,2026-11-03 11:37:00,897-ABC,BOM-3,48.437020000000004,7.75788,56.23,REJECT,Human,TL-020,sup-01,BGP***********137,WO-46874,False,Torque Out of Spec,0.9946,Morning,97.17242,Morning
3564,GA-2,STN-06,2026-11-03 11:41:00,845-ABC,BOM-2,46.912200000000006,9.3443,66.67,UNKNOWN,human,TL-011,SUP-01,56L***********SF8,WO-26093,False,Torque Out of Spec,0.9535,Morning,79.1405,Morning
3585,GA-1,STN-06,2026-11-03 11:52:00,174-GHI,BOM-3,53.4776,9.137920000000001,47.63,,human,TL-001,SUP-02,XZN***********B4T,WO-63044,False,Leak Detected,1.0384,Morning,85.97952,Morning
3595,GA-1,STN-06,2026-11-03 11:57:00,724-DEF,BOM-1,47.30154,11.899140000000001,65.72,REJECT,HUMAN,TL-013,SUP-02,GAV***********8V7,WO-64208,False,,0.9834,Morning,73.36164,Morning
3613,GA-1,STN-06,2026-11-03 12:06:00,421-GHI,BOM-2,48.02787000000001,10.40094,72.68,REPAIR,Human,TL-007,sup-02,LLJ***********010,WO-27141,False,Torque Out of Spec,1.0197,Morning,73.11249000000001,Morning
3575,GA-1,STN-06,2026-11-03 12:10:00,763-DEF,BOM-3,47.658,8.3148,53.93,REJECT,HUMAN,TL-008,SUP-01,DJT***********08B,WO-42313,False,,1.014,Morning,84.26339999999999,Morning
3631,GA-1,STN-06,2026-11-03 12:15:00,855-DEF,BOM-3,55.38488000000001,9.403030000000001,56.15,REPAIR,Automated,TL-003,SUP-02,ME6***********EWL,WO-49281,False,,1.0333,Morning,65.51122000000001,Morning
3659,GA-1,STN-06,2026-11-03 12:29:00,441-DEF,BOM-2,45.563700000000004,8.311620000000001,52.41,OK,automated,TL-017,sup-01,SAM***********LYR,WO-69122,False,Visual Defect,1.0014,Morning,102.25406666666667,Morning
3666,GA-2,STN-06,2026-11-03 12:32:00,804-GHI,BOM-1,41.582170000000005,10.214909196210648,67.1,REPAIR,human,TL-006,sup-01,JVP***********H0L,WO-62826,False,,0.9877,Morning,76.64551999999999,Morning
3690,GA-1,STN-06,2026-11-03 12:44:00,458-GHI,BOM-3,57.044239999999995,11.54945,60.83,,Automated,TL-014,SUP-09,LB8***********VKH,WO-68325,False,Leak Detected,1.0043,Morning,84.66248999999999,Morning
3693,GA-2,STN-06,2026-11-03 12:46:00,330-DEF,BOM-3,40.74329999999999,12.839699999999999,86.73,,Human,TL-002,SUP-01,SRE***********RML,WO-81743,False,Visual Defect,1.011,Morning,69.25349999999999,Morning
3725,GA-2,STN-06,2026-11-03 13:02:00,547-DEF,BOM-2,48.811949999999996,9.5184710213875,64.39,REJECT,human,TL-011,SUP-09,975***********AYE,WO-34059,False,Temperature High,0.9861,Morning,100.2535,Morning
3741,GA-1,STN-06,2026-11-03 13:10:00,595-DEF,BOM-2,42.48311,9.768311752782031,55.89,OK,automated,TL-005,sup-09,DJU***********L5K,WO-50028,False,Leak Detected,1.0091,Morning,77.70070000000001,Morning
3743,GA-1,STN-06,2026-11-03 13:11:00,695-DEF,BOM-3,40.67415,9.70299,51.85,OK,AUTO,TL-007,SUP-09,KXR***********FAD,WO-50584,False,Visual Defect,0.9801,Morning,78.99605999999999,Morning
3758,GA-2,STN-06,2026-11-03 13:18:00,262-ABC,BOM-3,44.34556,11.970584950150993,70.88,OK,HUMAN,TL-002,SUP-09,BUY***********1LF,WO-49877,False,,1.0171,Morning,78.11327999999999,Morning
3761,GA-2,STN-06,2026-11-03 13:20:00,603-DEF,BOM-2,48.373599999999996,,73.28,REPAIR,Automated,TL-010,sup-09,50J***********FKW,WO-56460,False,Torque Out of Spec,1.012,Morning,75.7988,Morning
3768,GA-1,STN-06,2026-11-03 13:23:00,781-DEF,BOM-1,53.18658,8.660649999999999,53.68,REPAIR,AUTO,TL-016,sup-02,WUG***********4DD,WO-66235,False,Torque Out of Spec,1.0189,Morning,81.20633,Morning
3781,GA-2,STN-06,2026-11-03 13:30:00,,BOM-3,51.4329,6.689205587501207,61.22,REJECT,human,TL-008,SUP-02,C7V***********2UV,WO-47887,False,Leak Detected,0.991,Morning,76.7034,Morning
3783,GA-1,STN-06,2026-11-03 13:31:00,995-DEF,BOM-3,44.760929999999995,9.18933,61.07,UNKNOWN,Human,TL-008,sup-09,WUM***********JT0,WO-37888,False,,0.9881,Morning,77.76347,Morning
3804,GA-1,STN-06,2026-11-03 13:41:00,241-GHI,BOM-1,50.87685,,47.09,REPAIR,Automated,TL-017,SUP-09,511***********X0J,WO-94832,False,,0.9879,Morning,52.90753333333333,Morning
3812,GA-2,STN-06,2026-11-03 13:45:00,209-ABC,BOM-3,48.8007,10.46448,51.35,OK,Automated,TL-010,SUP-02,1X6***********38W,WO-12202,False,Visual Defect,1.0062,Morning,85.527,Morning
3817,GA-1,STN-06,2026-11-03 13:48:00,770-DEF,BOM-3,49.535990000000005,12.671953556998858,58.59,REPAIR,Human,TL-008,SUP-02,529***********ESR,WO-27849,False,Temperature High,0.9967,Morning,54.519490000000005,Morning
3832,GA-2,STN-06,2026-11-03 13:55:00,841-DEF,BOM-2,61.90793000000001,10.421350266826623,59.9,REPAIR,Automated,TL-016,sup-02,VEL***********PF6,WO-67799,False,Visual Defect,1.0199,Morning,65.17161,Morning
3841,GA-1,STN-06,2026-11-03 14:00:00,853-GHI,BOM-2,43.168960000000006,12.019200000000001,53.49,REPAIR,Automated,TL-012,sup-02,PL0***********1XP,WO-57870,False,Leak Detected,1.0016,Evening,71.31392000000001,Evening
3858,GA-1,STN-06,2026-11-03 14:08:00,423-DEF,BOM-1,49.51884,8.50024,66.54,REJECT,automated,TL-011,SUP-01,4DE***********JF0,WO-87145,False,Leak Detected,0.9884,Evening,74.03116,Evening
3879,GA-1,STN-06,2026-11-03 14:19:00,250-ABC,BOM-2,43.78275,7.75005,35.68,,HUMAN,TL-022,SUP-02,RM9***********X45,WO-41774,False,Visual Defect,1.0065,Evening,72.8706,Evening
3881,GA-2,STN-06,2026-11-03 14:20:00,151-ABC,BOM-1,47.73328,9.526599999999998,71.54,REJECT,Human,TL-013,sup-09,J36***********5TP,WO-15895,False,Leak Detected,1.0028,Evening,71.59992,Evening
3912,GA-1,STN-06,2026-11-03 14:35:00,719-DEF,BOM-1,63.04392000000001,9.74592,40.02,,Automated,TL-010,SUP-01,XZP***********6L8,WO-15578,False,Torque Out of Spec,1.0152,Evening,84.76920000000001,Evening
3918,GA-1,STN-06,2026-11-03 14:38:00,191-ABC,BOM-2,46.793400000000005,10.680594051214165,65.14,REPAIR,automated,TL-016,SUP-09,1S5***********3YU,WO-63024,False,Torque Out of Spec,1.002,Evening,71.74319999999999,Evening
3937,GA-1,STN-06,2026-11-03 14:48:00,869-ABC,BOM-3,55.025600000000004,,59.22,,Human,TL-013,sup-09,N06***********AXR,WO-29144,False,Temperature High,0.9826,Evening,83.61926,Evening
3951,GA-1,STN-06,2026-11-03 14:55:00,318-GHI,BOM-1,46.74336,11.029876308277833,51.68,REJECT,Human,TL-021,SUP-02,9XV***********B9H,WO-71493,False,,1.0074,Evening,101.54592000000001,Evening
3979,GA-2,STN-06,2026-11-03 15:08:00,295-GHI,BOM-2,55.864110000000004,9.25867,68.56,REPAIR,automated,TL-017,sup-09,R88***********9XA,WO-57458,False,,1.0403,Evening,84.49547777777778,Evening
3994,GA-2,STN-06,2026-11-03 15:16:00,939-DEF,BOM-2,47.06265,,51.2,,automated,TL-023,SUP-09,68W***********BZV,WO-14049,False,Visual Defect,1.0121,Evening,75.9075,Evening
3996,GA-1,STN-06,2026-11-03 15:17:00,654-ABC,BOM-1,47.401520000000005,7.798827893379666,72.35,REPAIR,AUTO,TL-007,SUP-01,FEK***********GYK,WO-14673,False,,1.0172,Evening,91.77404444444446,Evening
4011,GA-1,STN-06,2026-11-03 15:25:00,483-DEF,BOM-1,52.84636,10.202,58.99,,automated,TL-017,sup-02,JH5***********U27,WO-25214,False,Temperature High,1.0202,Evening,84.77861999999999,Evening
4053,GA-1,STN-06,2026-11-03 15:46:00,463-ABC,BOM-1,54.064400000000006,11.852580000000001,38.04,,Automated,TL-019,sup-09,NWC***********LAN,WO-63350,False,Leak Detected,1.0397,Evening,79.95293000000001,Evening
4065,GA-1,STN-06,2026-11-03 15:52:00,300-ABC,BOM-3,52.36082999999999,8.610445538410625,59.51,REJECT,HUMAN,TL-016,sup-01,A40***********SFT,WO-51985,False,,1.0287,Evening,78.69555,Evening
4084,GA-2,STN-06,2026-11-03 16:01:00,,BOM-2,47.897980000000004,12.24834,54.35,UNKNOWN,Automated,TL-005,SUP-01,331***********J9D,WO-52232,False,Leak Detected,0.9958,Evening,97.0905,Evening
4118,GA-2,STN-06,2026-11-03 16:18:00,346-ABC,BOM-2,56.24505,10.347449999999998,54.05,REJECT,automated,TL-024,SUP-01,TNY***********KCD,WO-62735,False,Torque Out of Spec,1.0245,Evening,84.97658333333332,Evening
4129,GA-2,STN-06,2026-11-03 16:24:00,604-DEF,BOM-2,48.42078,11.3873,61.34,UNKNOWN,human,TL-017,sup-01,LL6***********KMM,WO-96312,False,Visual Defect,0.9902,Evening,67.72968,Evening
4141,GA-2,STN-06,2026-11-03 16:30:00,829-ABC,BOM-1,50.31558,10.61424,50.45,REPAIR,Human,TL-010,sup-01,3E2***********NDW,WO-73022,False,Torque Out of Spec,1.0206,Evening,85.93451999999999,Evening
4174,GA-1,STN-06,2026-11-03 16:46:00,246-DEF,BOM-1,47.869569999999996,,53.44,UNKNOWN,AUTO,TL-008,sup-02,L11***********641,WO-66235,False,Visual Defect,1.0339,Evening,82.40183,Evening
4191,GA-2,STN-06,2026-11-03 16:55:00,737-DEF,BOM-3,55.3465,13.0819,52.1,REPAIR,HUMAN,TL-023,SUP-01,KJR***********4JV,WO-74370,False,Visual Defect,1.0063,Evening,95.09535,Evening
4209,GA-2,STN-06,2026-11-03 17:04:00,423-GHI,BOM-1,56.73424,11.115928239495856,66.65,,automated,TL-020,sup-01,ASN***********XSR,WO-78419,False,Leak Detected,1.0204,Evening,87.34624,Evening
4212,GA-1,STN-06,2026-11-03 17:05:00,956-DEF,BOM-3,50.871700000000004,8.49508,75.82,REJECT,HUMAN,TL-016,SUP-09,9JM***********Y2D,WO-66865,False,Temperature High,0.9878,Evening,64.60212,Evening
4216,GA-1,STN-06,2026-11-03 17:07:00,725-GHI,BOM-2,54.743489999999994,8.08164,73.8,UNKNOWN,human,TL-016,sup-09,J95***********442,WO-96517,False,,0.9621,Evening,71.77265999999999,Evening
4220,GA-1,STN-06,2026-11-03 17:09:00,825-GHI,BOM-2,48.14328999999999,9.208279999999998,79.23,,Automated,TL-019,SUP-01,JCJ***********73U,WO-66552,False,Temperature High,1.0009,Evening,82.87451999999999,Evening
4241,GA-2,STN-06,2026-11-03 17:20:00,861-ABC,BOM-1,49.572500000000005,12.146250000000002,75.84,REPAIR,human,TL-019,sup-02,6TF***********G57,WO-12858,False,Temperature High,0.9875,Evening,94.50375000000001,Evening
4246,GA-1,STN-06,2026-11-03 17:22:00,833-DEF,BOM-2,50.535,10.81449,78.89,REPAIR,Automated,TL-015,sup-01,7M3***********88G,WO-36957,False,Torque Out of Spec,1.0107,Evening,83.78703,Evening
4272,GA-2,STN-06,2026-11-03 17:35:00,971-DEF,BOM-1,45.19764000000001,10.032660000000002,80.99,REJECT,AUTO,TL-016,SUP-01,HHU***********D9D,WO-59713,False,Torque Out of Spec,1.0134,Evening,91.81404,Evening
4274,GA-1,STN-06,2026-11-03 17:36:00,113-ABC,BOM-1,60.91088,11.935239999999999,53.93,,human,TL-006,SUP-09,S42***********PT7,WO-60887,False,Leak Detected,1.0289,Evening,76.34438,Evening
4278,GA-2,STN-06,2026-11-03 17:38:00,898-ABC,BOM-2,50.390879999999996,11.070843503081951,58.81,REJECT,Automated,TL-011,sup-01,CBG***********CP0,WO-67151,False,Torque Out of Spec,1.0326,Evening,81.16235999999999,Evening
4281,GA-2,STN-06,2026-11-03 17:40:00,609-ABC,BOM-3,57.028499999999994,9.0045,67.94,OK,Human,TL-017,sup-09,ULN***********VU6,WO-87643,False,Leak Detected,1.0005,Evening,93.34665,Evening
4302,GA-2,STN-06,2026-11-03 17:50:00,,BOM-3,57.481350000000006,11.08199,68.24,UNKNOWN,automated,TL-003,SUP-09,WNW***********XG6,WO-69859,False,Leak Detected,1.0357,Evening,71.67044000000001,Evening
4303,GA-1,STN-06,2026-11-03 17:51:00,347-DEF,BOM-1,46.1912,8.236462168535143,48.98,REPAIR,HUMAN,TL-018,SUP-02,XBY***********3EP,WO-51855,False,Torque Out of Spec,0.9955,Evening,73.16925,Evening
4312,GA-1,STN-06,2026-11-03 17:55:00,998-GHI,BOM-2,50.03936,12.00657482866559,57.88,REPAIR,Automated,TL-011,sup-09,LJ9***********S6A,WO-57111,False,Torque Out of Spec,0.9968,Evening,75.85647999999999,Evening
4336,GA-1,STN-06,2026-11-03 18:07:00,213-DEF,BOM-1,44.9688,11.316427419021222,56.11,REJECT,HUMAN,TL-021,sup-09,LD8***********XRE,WO-74390,False,Leak Detected,0.984,Evening,77.6376,Evening
4352,GA-1,STN-06,2026-11-03 18:15:00,705-DEF,BOM-2,43.586769999999994,8.411836897916407,62.57,,automated,TL-014,SUP-01,4ZD***********NRY,WO-58607,False,Torque Out of Spec,0.9839,Evening,72.04334444444446,Evening
4364,GA-1,STN-06,2026-11-03 18:21:00,274-DEF,BOM-1,46.5817,11.694980000000001,57.01,REPAIR,HUMAN,TL-024,sup-02,1AJ***********URM,WO-10666,False,,0.9911,Evening,88.10879,Evening
4398,GA-2,STN-06,2026-11-03 18:38:00,403-GHI,BOM-1,45.763380000000005,7.86708,62.47,UNKNOWN,automated,TL-001,sup-01,462***********7CS,WO-76210,False,,0.9594,Evening,77.42358,Evening
4405,GA-2,STN-06,2026-11-03 18:42:00,690-DEF,BOM-3,47.57136,8.344169999999998,55.44,REPAIR,HUMAN,TL-012,SUP-01,LA5***********CHL,WO-62263,False,Torque Out of Spec,0.9591,Evening,75.82218333333333,Evening
4449,GA-2,STN-06,2026-11-03 19:04:00,896-ABC,BOM-3,56.2533,,75.81,,automated,TL-010,sup-02,36C***********S7D,WO-15194,False,Leak Detected,0.9869,Evening,78.65593,Evening
4506,GA-2,STN-06,2026-11-03 19:32:00,948-ABC,BOM-1,56.347,10.047366896951145,69.67,REPAIR,human,TL-009,sup-02,ADK***********WE8,WO-98683,False,Torque Out of Spec,0.9715,Evening,70.3366,Evening
4523,GA-2,STN-06,2026-11-03 19:41:00,666-DEF,BOM-1,49.24577,9.58944,70.55,REPAIR,Human,TL-014,sup-09,4BK***********D1F,WO-66018,False,Torque Out of Spec,0.9989,Evening,87.30386,Evening
4529,GA-1,STN-06,2026-11-03 19:44:00,417-GHI,BOM-1,46.87665,10.38343,58.81,UNKNOWN,HUMAN,TL-015,SUP-09,HXA***********BFC,WO-71103,False,,1.0081,Evening,68.34917999999999,Evening
4557,GA-2,STN-06,2026-11-03 19:58:00,815-GHI,BOM-3,50.04915999999999,9.758619999999999,53.04,REJECT,AUTO,TL-017,sup-09,616***********WB8,WO-52909,False,Leak Detected,0.9662,Evening,86.28165999999999,Evening
4560,GA-1,STN-06,2026-11-03 19:59:00,585-ABC,BOM-2,44.836200000000005,9.644400000000001,56.71,REPAIR,Human,TL-006,SUP-09,PS9***********LG0,WO-51426,False,,1.026,Evening,79.344,Evening
4568,GA-1,STN-06,2026-11-03 20:03:00,161-GHI,BOM-1,52.0198,12.563783284380646,66.78,UNKNOWN,Human,TL-001,sup-09,GXJ***********1MD,WO-33547,False,Torque Out of Spec,1.022,Evening,76.03680000000001,Evening
4584,GA-2,STN-06,2026-11-03 20:11:00,337-ABC,BOM-1,55.909319999999994,11.201690000000001,45.03,REJECT,AUTO,TL-007,SUP-02,RBL***********ZG2,WO-96351,False,Torque Out of Spec,0.9913,Evening,66.91275,Evening
4586,GA-2,STN-06,2026-11-03 20:12:00,,BOM-3,53.05311999999999,10.245439999999999,64.14,REJECT,Human,TL-003,SUP-09,KJZ***********KKE,WO-32147,False,Torque Out of Spec,1.0144,Evening,78.81888000000001,Evening
4605,GA-2,STN-06,2026-11-03 20:22:00,952-DEF,BOM-2,49.07,9.22516,53.4,REPAIR,human,TL-011,SUP-09,262***********KMC,WO-94849,False,Leak Detected,0.9814,Evening,78.80642,Evening
4610,GA-2,STN-06,2026-11-03 20:24:00,468-GHI,BOM-1,47.69484,11.88790799652505,56.66,REPAIR,Human,TL-020,SUP-01,N9P***********5DW,WO-99636,False,Visual Defect,0.9978,Evening,100.57824,Evening
4617,GA-1,STN-06,2026-11-03 20:28:00,275-DEF,BOM-3,35.67024,8.4456,67.23,REJECT,Human,TL-019,sup-01,W75***********WKJ,WO-64867,False,,0.9936,Evening,62.486399999999996,Evening
4632,GA-1,STN-06,2026-11-03 20:35:00,508-ABC,BOM-3,41.80754,7.6283900000000004,42.95,REJECT,Automated,TL-018,SUP-01,ATU***********BTB,WO-38746,False,,0.9907,Evening,74.89692,Evening
4641,GA-2,STN-06,2026-11-03 20:40:00,217-ABC,BOM-1,57.17376,11.51416,62.32,REPAIR,automated,TL-003,SUP-09,985***********HAN,WO-42830,False,Torque Out of Spec,0.9926,Evening,85.26434,Evening
4648,GA-1,STN-06,2026-11-03 20:43:00,545-GHI,BOM-1,50.86000000000001,10.66026834346861,46.84,REJECT,AUTO,TL-013,sup-01,EFL***********BY8,WO-53629,False,Leak Detected,1.0172,Evening,58.285560000000004,Evening
4677,GA-2,STN-06,2026-11-03 20:58:00,399-DEF,BOM-3,51.58341,9.75137343316924,46.12,REPAIR,human,TL-011,SUP-01,F76***********E01,WO-80324,False,,0.9939,Evening,74.04555,Evening
4707,GA-1,STN-06,2026-11-03 21:13:00,395-GHI,BOM-2,52.12084,,61.52,REPAIR,AUTO,TL-018,sup-02,3K1***********CWA,WO-62199,False,,1.0004,Evening,77.63103999999998,Evening
4716,GA-2,STN-06,2026-11-03 21:17:00,711-DEF,BOM-1,57.7926,9.140052951640259,47.97,REJECT,AUTO,TL-021,SUP-02,6W8***********85H,WO-53848,False,,0.993,Evening,74.67360000000001,Evening
4728,GA-2,STN-06,2026-11-03 21:23:00,269-DEF,BOM-2,44.950320000000005,11.363280000000001,67.42,OK,Automated,TL-009,SUP-01,FFZ***********NWW,WO-79920,False,Visual Defect,1.0056,Evening,76.4256,Evening
4733,GA-2,STN-06,2026-11-03 21:26:00,747-GHI,BOM-1,60.3738,10.95015,55.69,,human,TL-011,SUP-01,RRB***********D41,WO-76618,False,,0.9865,Evening,89.67285000000001,Evening
4737,GA-1,STN-06,2026-11-03 21:28:00,894-ABC,BOM-2,49.93,8.881768915732428,64.49,REPAIR,Human,TL-024,sup-01,TA2***********1CB,WO-71607,False,Visual Defect,0.9986,Evening,79.58842,Evening
4743,GA-2,STN-06,2026-11-03 21:31:00,211-ABC,BOM-1,51.257250000000006,9.79540534204829,60.57,OK,AUTO,TL-018,SUP-01,GA2***********51L,WO-91745,False,Leak Detected,1.0355,Evening,82.84,Evening
4748,GA-1,STN-06,2026-11-03 21:33:00,623-GHI,BOM-1,43.843799999999995,12.5125,68.94,,human,TL-022,SUP-09,ULP***********498,WO-82135,False,Torque Out of Spec,1.001,Evening,89.58949999999999,Evening
4775,GA-2,STN-06,2026-11-03 21:47:00,708-DEF,BOM-3,49.33679999999999,11.5363215157407,60.45,,Human,TL-008,sup-01,LFL***********RJ4,WO-15819,False,,1.011,Evening,71.9832,Evening
4786,GA-1,STN-06,2026-11-03 21:52:00,625-GHI,BOM-1,43.36050000000001,8.522473420758699,69.2,REPAIR,AUTO,TL-008,sup-02,X98***********2TL,WO-20794,False,Torque Out of Spec,1.0275,Evening,86.1045,Evening
4816,GA-1,STN-06,2026-11-03 22:07:00,,BOM-1,38.48268000000001,9.167340000000001,68.49,REJECT,Automated,TL-023,SUP-09,NNA***********AT2,WO-38151,False,Leak Detected,1.0074,Night,80.79348,Night
4834,GA-1,STN-06,2026-11-03 22:16:00,871-DEF,BOM-3,44.13285,,69.08,,automated,TL-013,SUP-01,J3K***********FPV,WO-96337,False,Temperature High,0.9615,Night,82.20825,Night
4862,GA-2,STN-06,2026-11-03 22:30:00,134-ABC,BOM-1,52.8834,12.293803003350845,66.94,,HUMAN,TL-019,SUP-09,PJD***********SC6,WO-42182,False,Visual Defect,0.9978,Night,82.21872,Night
4873,GA-2,STN-06,2026-11-03 22:36:00,419-GHI,BOM-2,43.29936,8.519549999999999,57.99,REPAIR,Human,TL-010,SUP-02,7H8***********M7X,WO-40449,False,Torque Out of Spec,1.0023,Night,85.49619,Night
4880,GA-1,STN-06,2026-11-03 22:39:00,265-GHI,BOM-1,44.94945,10.92015058122699,60.35,REJECT,Automated,TL-006,sup-02,SGW***********DPB,WO-18450,False,,1.0101,Night,78.48477,Night
4894,GA-2,STN-06,2026-11-03 22:46:00,448-GHI,BOM-1,48.57548,9.65146,75.32,REJECT,human,TL-011,sup-02,AXH***********U6P,WO-28987,False,Visual Defect,1.0606,Night,81.98438,Night
4905,GA-2,STN-06,2026-11-03 22:52:00,521-ABC,BOM-3,60.6089,10.31854,45.89,REPAIR,Automated,TL-001,sup-01,8A5***********4MV,WO-35273,False,Visual Defect,1.0018,Night,81.24598,Night
4908,GA-1,STN-06,2026-11-03 22:53:00,965-GHI,BOM-1,45.561600000000006,10.556902329044803,69.44,REJECT,AUTO,TL-001,sup-02,SC5***********9NT,WO-24183,False,Visual Defect,1.008,Night,82.656,Night
