Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier
6418,ga-1,stn-04,12-03-2026 11:28,614ghi,BOM-3,44.3Nm,91.1,13.1 bar,51.61,REP,HUMAN,TL-021,SUP-01
6419,GA-2,STN-04,2026-03-12 11:29,385-DEF,BOM-2,49.6Nm,74.4 c,10.6 bar,55.74,REJ,AUTO,TL-010,sup-09
6420, Ga-2 , STN-01 ,2026/03/12 11:29,429abc,BOM-3,52.0,66.3C,162.0psi,68.07,Repair,AUTO,TL-001,sup-09
6421,ga-2,stn-04,12-03-2026 11:30,873GHI,BOM-3,50.5 Nm,87.6C,144.2psi,68.33,REJ,human,TL-005,SUP-01
6422,ga-2, STN-07 ,12-03-2026 11:30,,BOM-3,49.1,178.3F,11.5 bar,70.97,OK,AUTO,TL-006,SUP-09
6423,ga-1, STN-01 ,12-03-2026 11:31,795GHI,BOM-3,51.8 Nm,75.3 c,140.5psi,70.15,na,automated,TL-002,sup-01
6424,ga-1, STN-01 ,2026-03-12 11:31,648-DEF,BOM-3,55.4 Nm,87.4 c,131.0psi,44.68,None,AUTO,TL-023,sup-02
6425, Ga-2 ,stn-02,12-03-2026 11:32,991-abc,BOM-3,57.7Nm,83.1 c,11.4 bar,55.21,REJ,Automated,TL-020,sup-09
6426,ga-2, STN-01 ,2026/03/12 11:32,690def,BOM-2,50.2 Nm,86.4C,143.8psi,66.26,OK,HUMAN,TL-021,sup-09
6427,GA-1,stn-02,12-03-2026 11:33,459-ghi,BOM-2,45.9Nm,69.8 c,150.3psi,59.14,OK,Automated,TL-014,sup-01
6428, Ga-2 ,STN-05,2026-03-12 11:33,326def,BOM-2,57.7,89.8 c,166.4psi,63.66,REJ,AUTO,TL-009,sup-01
6429,GA-2,STN-03,12-03-2026 11:34,141DEF,BOM-2,44.6,80.0,10.2 bar,58.7,REJ,AUTO,TL-021,sup-02
6430,ga-2,STN-03,12-03-2026 11:34,789ABC,BOM-2,59.0,90.8,9.8 bar,55.64,REP,AUTO,TL-020,sup-09
6431, Ga-1 ,stn-05,12-03-2026 11:35,938ABC,BOM-2,56.7Nm,193.4F,9.2 bar,57.58,Repair,automated,TL-018,sup-02
6432,GA-2,stn-05,,696DEF,BOM-1,57.4 Nm,86.9,11.6 bar,48.78,Reject,AUTO,TL-004,sup-09
6433,GA-2,STN-01,2026-03-12 11:36,537-DEF,BOM-2,,78.9C,137.6psi,52.77,REP,Human,TL-021,
6434, Ga-1 , STN-03 ,2026-03-12 11:36,217abc,BOM-2,39.4 Nm,188.8F,9.9 bar,59.33,Reject,HUMAN,TL-016,
6435, Ga-2 ,stn-05,12-03-2026 11:37,678-def,BOM-1,44.8,91.1C,151.2psi,59.51,,automated,TL-017,SUP-09
6436,ga-1,stn-03,12-03-2026 11:37,279ghi,BOM-1,51.5,86.1 c,10.4 bar,65.68,OK,HUMAN,TL-022,sup-02
6437, Ga-1 , STN-01 ,2026-03-12 11:38,659ABC,BOM-3,46.6 Nm,82.0C,167.0psi,57.15,REP,automated,TL-007,sup-02
6438,ga-2,stn-03,12-03-2026 11:38,370ABC,BOM-3,48.4Nm,87.1C,143.5psi,76.76,REP,Human,TL-012,sup-01
6439,ga-1,stn-05,2026/03/12 11:39,878-ABC,BOM-2,53.1 Nm,74.7,12.1 bar,72.3,REP,human,TL-009,SUP-09
6440, Ga-1 , STN-03 ,2026-03-12 11:39,941GHI,BOM-1,49.2Nm,95.1C,9.6 bar,54.98,Repair,Human,TL-005,SUP-02
6441, Ga-2 , STN-03 ,2026/03/12 11:40,310ABC,BOM-1,43.9,63.2C,10.6 bar,61.98,REP,AUTO,TL-013,SUP-02
6442,ga-2,stn-07,2026/03/12 11:40,393-DEF,BOM-3,54.4,176.6F,9.7 bar,72.13,REP,Automated,TL-014,SUP-09
6443, Ga-2 , STN-04 ,2026/03/12 11:41,928-DEF,BOM-3,52.6,75.9C,13.1 bar,53.59,,automated,TL-007,sup-01
6444, Ga-1 , STN-06 ,12-03-2026 11:41,117ABC,BOM-1,48.8Nm,73.6 c,9.5 bar,52.52,REP,automated,TL-018,sup-02
6445,GA-2,stn-07,2026-03-12 11:42,564ghi,BOM-1,53.6,83.1 c,139.3psi,72.99,Reject,Human,TL-008,sup-09
6446,GA-1,stn-04,12-03-2026 11:42,227def,BOM-3,50.5Nm,68.7 c,10.2 bar,66.91,Repair,human,TL-021,SUP-01
6447, Ga-2 ,stn-03,12-03-2026 11:43,489-def,BOM-3,56.7 Nm,101.5,139.2psi,70.74,Reject,Automated,TL-018,sup-09
6448,ga-1,STN-07,12-03-2026 11:43,128-GHI,BOM-2,50.8Nm,66.5 c,151.8psi,63.15,REP,HUMAN,TL-010,SUP-01
6449,GA-1,STN-02,2026/03/12 11:44,226abc,BOM-3,56.6,70.5 c,171.7psi,57.45,REP,automated,TL-018,SUP-02
6450,GA-1,STN-03,12-03-2026 11:44,462def,BOM-2,40.6Nm,,148.2psi,46.58,Reject,AUTO,TL-007,SUP-01
6451, Ga-2 ,STN-01,2026/03/12 11:45,153ghi,BOM-1,52.3,179.6F,10.3 bar,61.37,OK,AUTO,TL-015,sup-02
6452,ga-2, STN-07 ,2026-03-12 11:45,816-def,BOM-1,48.0,90.1,140.0psi,72.32,OK,Automated,TL-017,sup-01
6453,ga-1,STN-03,2026/03/12 11:46,619-ghi,BOM-3,45.7Nm,185.5F,9.2 bar,72.44,Reject,Human,TL-005,sup-02
6454, Ga-1 , STN-02 ,2026/03/12 11:46,504-GHI,BOM-2,,94.7C,10.1 bar,70.71,None,Automated,TL-006,SUP-01
6455,ga-1,stn-01,2026-03-12 11:47,524GHI,BOM-3,54.4 Nm,71.7 c,145.2psi,67.87,Reject,automated,TL-004,sup-01
6456,GA-2, STN-01 ,2026-03-12 11:47,854-abc,BOM-2,40.0 Nm,187.9F,11.8 bar,82.11,na,HUMAN,TL-006,SUP-09
6457,GA-1,stn-01,2026/03/12 11:70,860GHI,BOM-1,53.6,77.0C,124.1psi,44.48,Reject,Automated,TL-017,sup-01
6458, Ga-1 ,stn-01,,142def,BOM-3,53.0,82.3,12.2 bar,62.31,OK,Human,TL-005,SUP-01
6459,GA-1,STN-04,12-03-2026 11:49,716-def,BOM-3,46.4,91.1 c,9.8 bar,50.63,None,human,TL-022,SUP-09
6460,GA-1, STN-05 ,12-03-2026 11:49,522-GHI,BOM-3,45.8 Nm,63.1C,10.2 bar,75.52,,AUTO,TL-009,sup-02
6461,GA-1,stn-07,2026-03-12 11:50,803ghi,BOM-2,42.0Nm,99.9,121.8psi,54.47,na,HUMAN,TL-008,sup-01
6462,ga-1,STN-02,2026/03/12 11:50,,BOM-3,48.3,78.5,10.8 bar,70.09,Repair,Human,TL-011,
6463,ga-2,STN-01,12-03-2026 11:51,736-ABC,BOM-1,49.1 Nm,,124.1psi,55.51,na,HUMAN,TL-016,sup-01
6464,GA-2,STN-06,2026-03-12 11:51,706def,BOM-1,54.0,73.1C,153.1psi,64.2,Repair,HUMAN,TL-018,
6465,GA-2,STN-04,12-03-2026 11:52,290-ghi,BOM-1,51.3Nm,81.0 c,10.4 bar,58.91,REP,Human,TL-017,SUP-09
6466, Ga-1 ,STN-07,,866ghi,BOM-1,,163.5F,9.5 bar,59.86,Repair,Human,TL-003,SUP-02
6467, Ga-2 , STN-01 ,2026-03-12 11:53,730ABC,BOM-2,51.2 Nm,59.5 c,6.9 bar,63.34,Reject,HUMAN,TL-021,SUP-09
6468,ga-2,STN-03,2026-03-12 11:53,346-def,BOM-2,48.7,81.0,13.2 bar,69.2,na,Human,TL-011,SUP-09
6469,ga-2,STN-03,2026-03-12 11:54,309-ABC,BOM-2,45.3Nm,72.8C,8.4 bar,58.91,,automated,TL-021,sup-02
6470,GA-1,STN-02,12-03-2026 11:54,550abc,BOM-2,42.1,86.5,10.4 bar,68.91,Reject,HUMAN,TL-016,sup-09
6471,GA-1,STN-05,2026-03-12 11:55,408DEF,BOM-1,53.1Nm,69.3,129.1psi,70.38,REP,automated,TL-002,sup-01
6472,ga-1,STN-03,2026-03-12 11:55,708-abc,BOM-3,52.2,,11.6 bar,55.83,Repair,Automated,TL-014,sup-02
6473,GA-2, STN-06 ,12-03-2026 11:56,465-DEF,BOM-2,52.8 Nm,85.1C,9.4 bar,78.85,OK,AUTO,TL-020,SUP-02
6474,GA-1, STN-05 ,12-03-2026 11:56,251-def,BOM-2,46.4,179.5F,8.9 bar,67.45,Repair,human,TL-019,sup-02
6475,ga-2,stn-03,2026/03/12 11:57,455-GHI,BOM-2,50.9 Nm,86.2C,157.9psi,55.69,,human,TL-018,sup-09
6476,ga-2, STN-04 ,2026/03/12 11:57,833-ghi,BOM-2,,61.8 c,8.1 bar,66.14,Reject,HUMAN,TL-022,SUP-02
6477,GA-2,stn-05,12-03-2026 11:58,846-abc,BOM-2,45.1,75.0,9.4 bar,70.38,REP,Automated,TL-014,sup-01
6478, Ga-1 ,stn-02,2026-03-12 11:58,380ghi,BOM-2,50.2Nm,97.8C,160.0psi,65.9,OK,human,TL-006,SUP-02
6479,ga-1, STN-01 ,2026/03/12 11:59,815-DEF,BOM-2,51.3,76.8 c,12.3 bar,62.02,REP,automated,TL-001,sup-01
6480,ga-2,STN-06,2026-03-12 11:70,183-ghi,BOM-2,41.9 Nm,79.4 c,124.1psi,25.49,REP,human,TL-022,sup-09
6481,ga-1,STN-04,2026-03-12 12:00,984-DEF,BOM-3,44.7,75.3 c,9.1 bar,50.33,None,HUMAN,TL-016,SUP-09
6482, Ga-1 ,STN-02,12-03-2026 12:00,788-GHI,BOM-3,48.2,94.6,152.7psi,66.79,None,HUMAN,TL-022,SUP-09
6483, Ga-2 , STN-06 ,2026-03-12 12:01,136ghi,BOM-1,54.8,77.6C,7.0 bar,50.13,Reject,AUTO,TL-020,
6484, Ga-2 ,STN-04,2026/03/12 12:01,733ghi,BOM-1,45.9,,12.0 bar,65.14,Reject,Human,TL-009,SUP-01
6485,ga-2,stn-03,2026-03-12 12:02,544DEF,BOM-1,50.7Nm,105.8C,8.5 bar,68.85,Repair,Human,TL-005,SUP-01
6486,GA-2, STN-01 ,2026-03-12 12:02,,BOM-1,51.2,66.2,9.3 bar,58.87,na,automated,TL-020,sup-09
6487,ga-2,stn-02,12-03-2026 12:03,315-abc,BOM-3,48.8Nm,79.0,150.7psi,42.35,Repair,AUTO,TL-021,SUP-02
6488,ga-2,STN-06,12-03-2026 12:03,901ABC,BOM-1,51.3 Nm,,10.1 bar,52.63,None,Automated,TL-013,sup-01
6489, Ga-2 ,stn-05,12-03-2026 12:04,882GHI,BOM-1,43.3Nm,73.0,,66.85,None,HUMAN,TL-006,SUP-02
6490,ga-2,stn-04,12-03-2026 12:04,,BOM-1,46.7 Nm,,12.6 bar,72.57,Reject,Automated,TL-020,
6491, Ga-1 ,stn-05,2026/03/12 12:05,488-DEF,BOM-3,57.2,166.3F,89.0psi,39.18,REJ,Automated,TL-021,SUP-01
6492, Ga-2 , STN-05 ,2026/03/12 12:05,,BOM-2,57.5,89.8 c,8.3 bar,60.81,na,Human,TL-018,sup-01
6493,ga-2,STN-03,2026/03/12 12:06,315-GHI,BOM-1,54.2Nm,61.0C,131.2psi,45.32,None,automated,TL-013,sup-09
6494,GA-2, STN-06 ,2026/03/12 12:06,998-DEF,BOM-3,55.5Nm,92.6C,124.3psi,60.9,REP,Automated,TL-024,SUP-09
6495, Ga-1 ,STN-03,,271-ghi,BOM-3,40.9 Nm,90.9,11.8 bar,58.43,REJ,automated,TL-023,SUP-02
6496, Ga-1 , STN-03 ,2026/03/12 12:07,319-ABC,BOM-3,,,7.5 bar,83.6,Repair,automated,TL-006,SUP-01
6497, Ga-2 ,STN-03,12-03-2026 12:08,550-def,BOM-2,48.4,81.3C,178.9psi,54.61,Reject,human,TL-008,SUP-02
6498, Ga-2 ,stn-07,12-03-2026 12:08,525GHI,BOM-3,62.1 Nm,181.0F,139.0psi,70.49,REP,HUMAN,TL-018,SUP-02
6499, Ga-2 , STN-03 ,12-03-2026 12:09,145-ghi,BOM-1,48.4 Nm,94.2 c,8.0 bar,70.09,REJ,HUMAN,TL-004,SUP-01
6500,GA-2, STN-06 ,12-03-2026 12:09,,BOM-1,53.7Nm,144.6F,6.8 bar,58.05,Reject,automated,TL-001,sup-09
6501,GA-1,stn-05,2026-03-12 12:10,315ghi,BOM-3,51.9 Nm,,9.7 bar,61.19,OK,HUMAN,TL-013,SUP-09
6502, Ga-2 ,stn-01,12-03-2026 12:10,192-DEF,BOM-1,51.8 Nm,72.5 c,8.9 bar,60.0,Reject,AUTO,TL-023,sup-01
6503,ga-1,STN-03,12-03-2026 12:11,566ABC,BOM-1,49.9Nm,88.3,10.4 bar,52.56,na,human,TL-022,SUP-02
6504,ga-1,STN-03,2026-03-12 12:11,934GHI,BOM-1,,73.9 c,135.2psi,51.7,OK,Human,TL-005,SUP-09
6505,GA-1,STN-04,12-03-2026 12:12,102-ghi,BOM-2,36.5Nm,87.1C,165.8psi,55.9,Repair,automated,TL-006,
6506, Ga-2 ,STN-03,12-03-2026 12:12,538ABC,BOM-2,56.4,64.5,,48.62,na,HUMAN,TL-009,sup-02
6507,GA-2,stn-05,12-03-2026 12:13,918-DEF,BOM-2,46.9 Nm,145.5F,135.8psi,55.0,Repair,Automated,TL-023,sup-02
6508,ga-1,stn-02,2026-03-12 12:13,902DEF,BOM-2,40.7,78.9 c,11.5 bar,58.05,Repair,HUMAN,TL-021,sup-09
6509, Ga-2 ,STN-02,2026-03-12 12:14,253ghi,BOM-1,52.2 Nm,94.4 c,10.3 bar,61.62,Repair,human,TL-022,SUP-01
6510,ga-1, STN-05 ,12-03-2026 12:14,658-ABC,BOM-1,52.1 Nm,,11.2 bar,64.44,OK,HUMAN,TL-012,SUP-01
6511,GA-1, STN-03 ,2026-03-12 12:15,,BOM-3,53.8Nm,85.3,11.7 bar,58.04,REJ,Human,TL-002,SUP-09
6512, Ga-1 ,stn-07,2026/03/12 12:15,703-ghi,BOM-1,55.6Nm,88.6 c,138.6psi,52.31,na,automated,TL-016,SUP-09
6513,GA-1,STN-06,2026/03/12 12:16,690-abc,BOM-2,45.4 Nm,76.0 c,10.1 bar,64.26,REP,Automated,TL-022,SUP-02
6514,ga-1,stn-04,12-03-2026 12:16,,BOM-3,45.6 Nm,86.1C,11.3 bar,67.91,,human,TL-009,SUP-02
6515, Ga-1 ,STN-06,2026/03/12 12:17,507ghi,BOM-1,48.4 Nm,165.6F,91.7psi,55.14,na,Automated,TL-006,SUP-01
6516, Ga-2 ,stn-03,12-03-2026 12:17,,BOM-1,54.1,76.9 c,9.8 bar,50.17,Reject,Human,TL-014,sup-02
6517, Ga-1 ,STN-06,2026/03/12 12:18,674ABC,BOM-3,39.5Nm,78.1 c,,55.54,Repair,AUTO,TL-006,SUP-09
6518,ga-2, STN-03 ,12-03-2026 12:18,,BOM-1,50.6Nm,166.2F,10.6 bar,58.18,Repair,automated,TL-021,sup-02
6519, Ga-1 , STN-07 ,2026-03-12 12:19,865-abc,BOM-1,54.7,79.3 c,8.8 bar,71.45,REJ,AUTO,TL-010,sup-09
6520,GA-1, STN-01 ,2026/03/12 12:19,930-GHI,BOM-2,54.5 Nm,171.4F,11.6 bar,66.94,,Automated,TL-022,sup-02
6521,GA-2, STN-07 ,2026/03/12 12:20,403-ABC,BOM-1,53.5Nm,72.9,8.9 bar,59.97,REP,Human,TL-015,SUP-02
6522,ga-1, STN-04 ,2026-03-12 12:20,959-abc,BOM-2,55.3Nm,78.6 c,135.0psi,79.01,Repair,human,TL-011,SUP-09
6523,GA-1,STN-02,12-03-2026 12:21,108-DEF,BOM-1,36.3Nm,178.8F,9.0 bar,59.65,,AUTO,TL-011,sup-01
6524, Ga-1 ,stn-07,2026-03-12 12:21,970GHI,BOM-3,58.1,156.2F,11.8 bar,74.14,Repair,AUTO,TL-018,SUP-01
6525,ga-2, STN-03 ,2026/03/12 12:22,223DEF,BOM-3,51.7Nm,84.2 c,6.9 bar,72.21,REP,Human,TL-006,sup-09
6526, Ga-2 , STN-04 ,2026-03-12 12:22,680GHI,BOM-2,56.7 Nm,75.1C,12.7 bar,71.51,OK,HUMAN,TL-012,sup-09
6527, Ga-2 ,STN-06,12-03-2026 12:23,714-DEF,BOM-1,44.1,82.0C,177.0psi,63.21,REJ,HUMAN,TL-021,SUP-01
6528,GA-2,stn-01,12-03-2026 12:23,669-def,BOM-3,41.2 Nm,,9.2 bar,61.17,Repair,Human,TL-023,SUP-02
6529,ga-2,STN-03,2026-03-12 12:24,990-abc,BOM-2,58.9 Nm,194.9F,167.3psi,60.05,OK,automated,TL-002,SUP-09
6530,ga-1, STN-05 ,2026-03-12 12:24,596-abc,BOM-3,,89.6C,147.8psi,68.5,REP,automated,TL-018,SUP-09
6531, Ga-2 ,stn-01,2026-03-12 12:70,218DEF,BOM-3,48.4,157.1F,12.5 bar,52.11,REP,Automated,TL-021,SUP-02
6532,GA-2, STN-02 ,2026/03/12 12:25,,BOM-2,52.6Nm,85.2,11.4 bar,57.37,,automated,TL-011,SUP-09
6533, Ga-2 , STN-03 ,12-03-2026 12:26,361ABC,BOM-3,53.9,202.0F,13.3 bar,76.67,REP,human,TL-006,SUP-09
6534,GA-2,stn-03,2026-03-12 12:26,650-def,BOM-3,55.4Nm,70.5,7.7 bar,66.23,REP,automated,TL-012,sup-09
6535,ga-2,stn-03,,442ghi,BOM-2,51.1 Nm,71.3,149.2psi,69.54,REP,AUTO,TL-022,SUP-01
6536,GA-2, STN-01 ,2026/03/12 12:27,138-DEF,BOM-2,44.7,87.4,7.4 bar,47.79,REJ,AUTO,TL-005,SUP-02
6537,ga-2, STN-03 ,2026-03-12 12:28,673-def,BOM-2,53.5,,9.2 bar,55.68,,Automated,TL-008,SUP-09
6538,ga-1, STN-06 ,2026-03-12 12:28,179-ghi,BOM-3,53.6 Nm,72.2C,13.4 bar,63.34,,HUMAN,TL-023,sup-02
6539,ga-2, STN-02 ,2026-03-12 12:29,394def,BOM-1,40.9,69.9,10.7 bar,59.59,REP,Human,TL-016,SUP-09
6540,ga-1,stn-04,2026-03-12 12:29,656GHI,BOM-2,57.1,87.5,166.4psi,47.75,REP,HUMAN,TL-007,sup-01
6541,ga-2,stn-02,12-03-2026 12:30,892abc,BOM-1,37.6Nm,73.1C,10.8 bar,67.6,OK,HUMAN,TL-017,SUP-02
6542, Ga-1 ,stn-01,2026-03-12 12:30,382ABC,BOM-1,,77.2C,10.7 bar,70.77,Repair,human,TL-005,sup-09
6543,ga-2,stn-04,2026/03/12 12:31,,BOM-3,46.8,72.5 c,133.6psi,57.15,OK,HUMAN,TL-018,sup-02
6544,GA-1, STN-06 ,2026-03-12 12:31,370-def,BOM-2,,91.5 c,129.6psi,67.96,REP,human,TL-011,SUP-01
6545, Ga-2 , STN-01 ,2026-03-12 12:70,617-abc,BOM-2,52.6Nm,71.4C,133.1psi,80.29,REJ,automated,TL-022,SUP-09
6546,GA-2,stn-05,2026-03-12 12:32,273-ghi,BOM-3,49.8 Nm,,5.9 bar,75.25,REJ,Human,TL-018,sup-02
6547,GA-2,stn-07,2026-03-12 12:33,573ABC,BOM-1,52.3 Nm,65.5C,143.2psi,57.59,Reject,human,TL-003,
6548,GA-1,STN-05,12-03-2026 12:33,820DEF,BOM-3,49.6 Nm,188.5F,10.4 bar,48.96,Reject,automated,TL-017,sup-02
6549,ga-1,STN-03,12-03-2026 12:34,172-def,BOM-2,,87.7C,9.1 bar,62.3,None,Automated,TL-016,SUP-01
6550,ga-2,STN-03,2026/03/12 12:34,966-ABC,BOM-1,60.9,92.5C,142.2psi,83.47,na,human,TL-007,sup-02
6551, Ga-2 , STN-07 ,2026/03/12 12:35,578GHI,BOM-1,43.3 Nm,67.4 c,10.8 bar,73.38,Repair,Automated,TL-013,SUP-01
6552,GA-2,stn-02,2026-03-12 12:35,,BOM-2,34.1,77.7C,11.3 bar,59.94,OK,Automated,TL-007,SUP-09
6553,ga-2,STN-03,12-03-2026 12:36,654-def,BOM-3,47.9,104.3,8.2 bar,75.62,Reject,automated,TL-018,sup-02
6554, Ga-2 ,stn-02,2026/03/12 12:36,949def,BOM-3,47.6Nm,170.6F,8.8 bar,71.69,None,Human,TL-006,sup-02
6555,ga-2,stn-03,,697-GHI,BOM-1,48.1Nm,74.4 c,11.1 bar,41.01,Repair,Automated,TL-010,
6556, Ga-2 , STN-03 ,2026-03-12 12:37,894-DEF,BOM-2,45.4,79.8C,10.9 bar,70.62,OK,Automated,TL-015,SUP-01
6557,GA-1, STN-04 ,2026-03-12 12:70,357-ghi,BOM-2,54.4 Nm,85.3 c,174.2psi,61.19,Reject,Human,TL-002,sup-01
6558,ga-1,STN-01,12-03-2026 12:38,295ABC,BOM-2,43.1Nm,185.2F,12.0 bar,51.33,REJ,HUMAN,TL-023,sup-02
6559, Ga-2 ,STN-03,2026/03/12 12:39,678def,BOM-2,52.3Nm,73.9,197.5psi,60.91,REJ,AUTO,TL-002,
6560,GA-2,stn-05,2026/03/12 12:39,238-def,BOM-3,53.2Nm,,9.6 bar,64.14,REJ,Human,TL-022,SUP-02
6561, Ga-2 ,STN-01,2026/03/12 12:40,199-GHI,BOM-1,51.6 Nm,,12.4 bar,52.06,None,AUTO,TL-016,sup-09
6562,ga-1,STN-06,2026/03/12 12:40,290-abc,BOM-2,52.4,72.7C,8.6 bar,58.8,Repair,AUTO,TL-013,sup-01
6563,GA-2, STN-04 ,12-03-2026 12:41,343DEF,BOM-1,54.7Nm,67.7C,13.6 bar,56.69,REJ,Automated,TL-012,
6564,GA-2,stn-02,2026/03/12 12:41,186DEF,BOM-1,50.3,208.5F,10.7 bar,67.95,REP,Automated,TL-010,SUP-02
6565, Ga-1 ,STN-05,12-03-2026 12:42,755abc,BOM-2,48.3Nm,168.7F,10.8 bar,56.99,Repair,human,TL-018,SUP-01
6566,ga-2,STN-03,12-03-2026 12:42,624ghi,BOM-1,52.4 Nm,76.5,11.5 bar,43.0,REP,human,TL-010,SUP-01
6567, Ga-1 ,STN-02,2026-03-12 12:43,280ghi,BOM-3,53.0,76.8,8.0 bar,55.53,REP,automated,TL-013,SUP-01
6568,ga-2,STN-01,2026-03-12 12:43,354ghi,BOM-2,54.4Nm,174.6F,8.4 bar,50.54,,Human,TL-020,SUP-02
6569,ga-2,stn-03,,935DEF,BOM-2,41.4Nm,84.3C,10.2 bar,47.06,REJ,HUMAN,TL-016,sup-09
6570, Ga-2 , STN-03 ,2026/03/12 12:44,920-def,BOM-2,49.1 Nm,75.3C,10.5 bar,71.8,REJ,human,TL-016,SUP-09
6571, Ga-2 ,STN-05,2026/03/12 12:45,210-ghi,BOM-2,44.7Nm,196.5F,,68.04,Reject,Automated,TL-014,sup-01
6572,GA-1, STN-06 ,2026-03-12 12:45,651def,BOM-3,52.8,86.0 c,,50.33,REJ,Human,TL-001,
6573,ga-2, STN-07 ,2026/03/12 12:46,,BOM-2,,172.6F,12.3 bar,47.31,,HUMAN,TL-002,SUP-01
6574,ga-1,stn-03,2026/03/12 12:46,423-ABC,BOM-3,48.6Nm,73.3C,9.6 bar,58.97,Repair,automated,TL-002,sup-09
6575, Ga-1 ,stn-01,2026/03/12 12:47,639def,BOM-3,46.4Nm,195.5F,,46.77,Repair,Human,TL-007,SUP-01
6576,ga-1,STN-03,2026/03/12 12:47,985def,BOM-1,53.0,78.4C,141.4psi,57.58,None,Automated,TL-012,SUP-01
6577,ga-2, STN-03 ,12-03-2026 12:48,623-GHI,BOM-3,49.3 Nm,153.6F,9.5 bar,60.71,OK,HUMAN,TL-006,sup-02
6578, Ga-2 ,STN-05,2026-03-12 12:70,956ABC,BOM-3,57.1 Nm,90.2,155.6psi,63.04,Reject,AUTO,TL-013,sup-01
6579, Ga-1 , STN-01 ,2026-03-12 12:49,837DEF,BOM-2,58.9,72.7C,136.4psi,63.4,REP,Human,TL-022,sup-09
6580, Ga-1 ,stn-04,12-03-2026 12:49,,BOM-1,55.0 Nm,88.7,7.9 bar,52.19,REJ,Automated,TL-024,SUP-01
6581, Ga-1 ,stn-07,12-03-2026 12:50,810-abc,BOM-1,51.2Nm,54.9 c,9.6 bar,60.71,Reject,Automated,TL-016,SUP-01
6582,GA-1,stn-02,2026-03-12 12:50,811-ABC,BOM-1,59.1Nm,76.3C,154.9psi,72.81,REJ,Automated,TL-004,sup-09
6583, Ga-1 ,STN-05,2026-03-12 12:51,329DEF,BOM-3,51.2 Nm,91.6 c,,39.03,Repair,AUTO,TL-018,sup-02
6584, Ga-1 ,stn-04,2026-03-12 12:51,978def,BOM-2,47.6 Nm,80.1C,157.7psi,63.26,Repair,Human,TL-020,SUP-01
6585, Ga-1 ,STN-07,2026-03-12 12:52,,BOM-2,46.6,86.0,170.7psi,48.22,Repair,AUTO,TL-019,SUP-01
6586, Ga-1 , STN-03 ,12-03-2026 12:52,639-DEF,BOM-2,46.5 Nm,159.8F,12.2 bar,74.04,,human,TL-022,SUP-02
6587, Ga-2 ,stn-03,2026-03-12 12:53,739GHI,BOM-2,50.0Nm,83.5 c,10.5 bar,68.17,REP,AUTO,TL-001,sup-09
6588,ga-1,STN-04,2026/03/12 12:53,891ABC,BOM-1,52.3,80.0C,7.3 bar,67.85,Reject,human,TL-010,sup-02
6589,GA-2, STN-07 ,12-03-2026 12:54,237-def,BOM-3,42.9Nm,,159.1psi,51.47,None,automated,TL-015,sup-02
6590,ga-1,STN-05,2026/03/12 12:54,158ABC,BOM-2,47.8,100.4 c,11.5 bar,62.64,None,automated,TL-004,sup-09
6591,GA-1,stn-03,2026/03/12 12:55,995ABC,BOM-2,51.1Nm,93.0,129.9psi,63.75,REJ,human,TL-010,sup-01
6592,GA-2, STN-03 ,12-03-2026 12:55,598-DEF,BOM-3,53.2 Nm,87.9,,36.29,REP,AUTO,TL-006,sup-02
6593, Ga-2 ,STN-03,12-03-2026 12:56,,BOM-3,49.9Nm,88.0C,10.7 bar,61.47,Reject,Human,TL-006,SUP-09
6594,ga-1,STN-04,,551-abc,BOM-3,51.2Nm,70.9C,12.7 bar,66.13,,automated,TL-016,sup-01
6595, Ga-1 ,STN-07,12-03-2026 12:70,565abc,BOM-3,,75.3 c,139.4psi,45.86,REJ,Automated,TL-016,sup-02
6596, Ga-2 ,STN-02,2026/03/12 12:57,133-abc,BOM-2,,64.7C,164.4psi,66.02,REJ,HUMAN,TL-002,sup-01
6597, Ga-2 , STN-05 ,2026/03/12 12:58,360abc,BOM-2,49.7,67.3 c,151.9psi,61.0,OK,automated,TL-017,sup-02
6598, Ga-2 ,STN-07,2026/03/12 12:58,178ghi,BOM-3,52.6Nm,160.0F,10.3 bar,73.81,,Human,TL-022,sup-09
6599,ga-1, STN-01 ,12-03-2026 12:59,488GHI,BOM-3,51.2Nm,79.7,12.0 bar,55.87,REP,automated,TL-001,sup-02
6600,ga-2, STN-02 ,12-03-2026 12:59,119def,BOM-1,45.8,,126.9psi,61.78,Repair,HUMAN,TL-019,sup-09
6601, Ga-2 , STN-01 ,2026-03-12 13:00,821DEF,BOM-1,48.8Nm,79.6 c,10.3 bar,63.41,REP,automated,TL-017,SUP-09
6602,GA-1, STN-01 ,2026-03-12 13:00,364abc,BOM-1,57.6Nm,78.5,10.0 bar,31.92,REP,Human,TL-020,SUP-09
6603, Ga-1 ,STN-01,12-03-2026 13:01,,BOM-3,52.7Nm,68.7C,7.7 bar,56.45,REP,automated,TL-024,SUP-01
6604,ga-1,STN-06,2026/03/12 13:01,148abc,BOM-1,49.2 Nm,203.5F,11.8 bar,60.86,Repair,AUTO,TL-018,sup-02
6605,GA-1, STN-02 ,2026-03-12 13:02,129-def,BOM-3,44.9,66.8C,163.0psi,36.43,REJ,Automated,TL-009,sup-09
