Event_ID,Line,Station,TS,Part_No,BOM_Version,Torque,Temp,Pressure,Cycle_Time,Defect,Inspection_Source,Tool_ID,Supplier,VIN,WO,Rework_Flag,Scrap_Reason,Calibration_Factor,Shift
5921,ga-2,stn-06,12-03-2026 07:20,170abc,BOM-2,48.8Nm,175.9F,106.3psi,67.25,REJ,human,TL-005,SUP-01,MTFAU9LVD0DN9PJYZ,WO-96531,0,Visual Defect,1.0197,Night
5922, Ga-2 ,STN-06,2026/03/12 07:20,964def,BOM-2,58.5Nm,66.9C,8.4 bar,57.83,na,Human,TL-011,SUP-09,WZPL6BKP8T4T5HRMA,WO-48991,0,Temperature High,1.009,Night
5923,GA-1, STN-04 ,12-03-2026 07:21,217abc,BOM-2,63.6Nm,198.4F,7.4 bar,60.99,Reject,AUTO,TL-016,SUP-02,INVALID404,WO-13079,0,Temperature High,1.0044,Night
5924, Ga-2 ,stn-02,2026/03/12 07:21,646-DEF,BOM-1,44.0Nm,88.7,150.9psi,55.1,,HUMAN,TL-002,SUP-02,52TZBCJNP8TZBVEAY,WO-67203,0,,0.9701,Morning
5925,ga-1,STN-05,2026/03/12 07:22,943DEF,BOM-3,43.7 Nm,190.5F,8.4 bar,70.65,None,human,TL-013,SUP-02,6A8Z733LWSUEWY5HB,WO-56800,0,Leak Detected,0.9909,Evening
5926,ga-2,STN-02,12-03-2026 07:22,701ABC,BOM-1,45.2,200.5F,7.5 bar,71.39,None,AUTO,TL-016,sup-01,INVALID263,WO-16377,0,Torque Out of Spec,0.9805,Evening
5927,GA-2,stn-03,2026-03-12 07:23,534GHI,BOM-1,49.5,75.7,144.1psi,56.92,REJ,human,TL-013,sup-01,LX0NX2AA5B6L41UKW,WO-13428,0,Leak Detected,0.9911,Evening
5928, Ga-2 ,STN-05,2026-03-12 07:23,580def,BOM-2,54.5Nm,77.0,10.0 bar,88.51,Reject,Human,TL-016,SUP-01,XCF78VM4AB1FZT39N,WO-98547,0,Temperature High,0.9835,Evening
5929,ga-1,STN-07,2026/03/12 07:24,139-GHI,BOM-1,53.0 Nm,97.1 c,104.3psi,52.34,Reject,automated,TL-012,SUP-01,WE97DKKZ5G,WO-76347,0,Leak Detected,0.9896,Morning
5930,GA-1, STN-06 ,2026-03-12 07:24,440-DEF,BOM-2,50.9Nm,86.3,8.9 bar,70.07,na,HUMAN,TL-016,sup-02,HKNZJ5KU6,WO-71628,0,Leak Detected,0.9918,Evening
5931,GA-2, STN-07 ,2026-03-12 07:25,136-abc,BOM-2,52.6,57.8 c,143.4psi,50.49,None,HUMAN,TL-024,sup-02,3TZYE1U03LM8G,WO-51164,0,Temperature High,0.9921,Morning
5932,ga-2,STN-02,12-03-2026 07:25,581-DEF,BOM-3,46.5Nm,84.5 c,9.5 bar,67.73,REP,HUMAN,TL-009,SUP-02,91NZSA3KT0PPV8KZH,WO-96396,0,Temperature High,0.9941,Morning
5933, Ga-1 ,STN-07,2026-03-12 07:26,282-abc,BOM-3,48.8Nm,74.2 c,137.8psi,66.95,OK,automated,TL-009,SUP-02,E7UAJDKVNPZD10TGB,WO-86738,0,Leak Detected,0.9814,Night
5934,ga-1, STN-06 ,12-03-2026 07:26,184abc,BOM-1,49.9Nm,89.0 c,11.8 bar,49.88,na,automated,TL-017,sup-02,PV4VXRVBPPP6U9RDZ,WO-92977,0,,1.0007,Morning
5935, Ga-1 ,stn-04,2026-03-12 07:27,554-GHI,BOM-1,42.1 Nm,84.1C,191.7psi,58.69,REP,automated,TL-003,sup-02,K4JA1YFHCPF1AYEA9,WO-85931,0,Visual Defect,0.982,Night
5936, Ga-1 ,stn-05,2026/03/12 07:27,623-ghi,BOM-2,44.2 Nm,62.6,9.5 bar,78.68,Reject,human,TL-007,SUP-02,J07BX8ZKTNCPRXG39,WO-62918,0,Temperature High,0.988,Night
5937,ga-1,STN-02,12-03-2026 07:28,908def,BOM-1,44.4 Nm,180.8F,8.0 bar,51.86,REP,AUTO,TL-004,sup-02,INVALID381,WO-50452,0,Visual Defect,0.999,Night
5938,ga-1,stn-04,12-03-2026 07:28,239-ghi,BOM-3,53.8 Nm,179.8F,9.6 bar,64.02,REJ,human,TL-012,SUP-02,BGS3FHCVW35FYRJF1,WO-25801,0,Temperature High,0.9484,Evening
5939,ga-1, STN-02 ,2026/03/12 07:70,269-abc,BOM-3,51.2 Nm,83.6,10.3 bar,63.35,REP,human,TL-003,SUP-09,INVALID485,WO-72493,0,,1.0498,Night
5940,GA-1, STN-05 ,2026-03-12 07:29,740ghi,BOM-2,53.1 Nm,186.4F,143.8psi,59.58,Reject,HUMAN,TL-006,SUP-02,0FWSXZC3EPVUXN6U0,WO-17299,0,Leak Detected,1.0105,Evening
5941,ga-2, STN-02 ,12-03-2026 07:30,550-abc,BOM-3,40.8,95.0C,10.9 bar,42.69,REJ,Human,TL-011,sup-02,KK0U1MCP69LBGWYRB,WO-41301,0,Temperature High,1.0064,Night
5942, Ga-1 , STN-03 ,2026/03/12 07:30,262ABC,BOM-2,42.6,183.5F,13.3 bar,68.29,Repair,Automated,TL-015,SUP-01,INVALID752,WO-55810,0,Visual Defect,0.9896,Night
5943,ga-1, STN-02 ,2026-03-12 07:31,333GHI,BOM-2,,176.4F,107.7psi,60.12,None,AUTO,TL-011,SUP-01,D95VDD6D9XUU8VC3M,WO-24903,0,Visual Defect,1.0019,Night
5944, Ga-1 ,STN-04,12-03-2026 07:31,833-GHI,BOM-3,36.1,91.5,9.2 bar,71.04,na,Human,TL-020,SUP-02,SRMFU9U73S5LX,WO-97202,0,Torque Out of Spec,0.9758,Night
5945,GA-2, STN-03 ,2026-03-12 07:32,979-ABC,BOM-2,56.1Nm,102.4,12.3 bar,62.32,REJ,Automated,TL-020,SUP-09,F2HVZ5BJUCRPXX4UV,WO-53038,0,Leak Detected,1.0098,Night
5946,ga-2, STN-04 ,2026-03-12 07:32,343DEF,BOM-3,40.9,89.2C,9.2 bar,60.64,na,Automated,TL-003,sup-09,2N5V160DUYVT38N55,WO-45260,0,Temperature High,0.9663,Morning
5947,ga-2, STN-01 ,2026-03-12 07:33,603abc,BOM-1,54.2 Nm,179.7F,162.2psi,63.73,None,human,TL-017,sup-02,INVALID880,WO-28239,0,Temperature High,0.9746,Morning
5948, Ga-1 ,stn-03,2026-03-12 07:33,629-def,BOM-2,45.6,84.3,10.9 bar,50.12,REP,HUMAN,TL-001,SUP-09,L6ZY64BNFW5JJNV2W,WO-63825,0,Temperature High,0.9858,Morning
5949,GA-1, STN-06 ,,422ghi,BOM-3,55.2 Nm,82.6,11.9 bar,75.58,REP,HUMAN,TL-005,SUP-09,38LB7UWKE4HDCUC7H,WO-90742,0,Leak Detected,1.0302,Morning
5950,ga-2,stn-01,2026-03-12 07:34,119-abc,BOM-3,66.0,80.2,12.9 bar,56.25,None,Automated,TL-019,sup-09,B9JWSBRB849XN0LK0,WO-45802,1,Leak Detected,0.978,Night
5951,ga-1, STN-03 ,2026/03/12 07:35,833-DEF,BOM-1,38.6Nm,215.0F,10.5 bar,56.37,REJ,Human,TL-014,sup-02,B0W2D9S6GZBD7M83S,WO-38710,0,Visual Defect,1.0067,Morning
5952, Ga-2 , STN-02 ,2026/03/12 07:35,677-abc,BOM-1,53.5 Nm,72.5,7.4 bar,72.92,REP,AUTO,TL-008,SUP-02,VVST10U29BRKDCNPS,WO-79442,0,Visual Defect,0.9587,Evening
5953,ga-2,STN-06,2026/03/12 07:36,,BOM-2,41.0 Nm,91.5 c,8.9 bar,62.47,Reject,Human,TL-004,SUP-01,YXMVP7EGPAP,WO-66819,0,Torque Out of Spec,1.0005,Night
5954,ga-1,STN-04,2026/03/12 07:36,139GHI,BOM-1,52.1,78.7C,192.5psi,57.64,,HUMAN,TL-008,SUP-09,57XL66KGCJ7X6AZ33,WO-69000,0,Temperature High,1.0347,Morning
5955, Ga-2 , STN-03 ,2026-03-12 07:37,707-DEF,BOM-3,49.0 Nm,65.2 c,7.9 bar,64.14,,HUMAN,TL-019,SUP-01,PBD1EPFP1804MX4JW,WO-36280,0,Visual Defect,1.01,Evening
5956, Ga-2 ,stn-02,2026-03-12 07:37,579-ABC,BOM-2,50.6Nm,78.1,10.7 bar,66.26,REP,Human,TL-014,SUP-09,043ZYJSVWLR5XJH9N,WO-24091,0,Visual Defect,0.9585,Morning
5957, Ga-1 ,stn-03,2026/03/12 07:38,128-DEF,BOM-3,45.4 Nm,74.5 c,90.3psi,58.82,na,automated,TL-004,sup-01,8EXMF5EK3B,WO-54229,0,Temperature High,1.0009,Evening
5958, Ga-2 , STN-05 ,2026-03-12 07:38,196DEF,BOM-1,,85.8 c,8.0 bar,69.22,REP,automated,TL-012,SUP-02,KX47NPZZJC036NHWY,WO-71210,1,,0.9907,Night
5959,GA-1,stn-05,12-03-2026 07:39,801-def,BOM-1,42.8,177.6F,11.3 bar,47.29,REJ,automated,TL-005,sup-09,INVALID385,WO-88608,0,Torque Out of Spec,1.0245,Night
5960,ga-1, STN-03 ,2026/03/12 07:39,425-abc,BOM-1,,69.8C,10.1 bar,62.62,REP,AUTO,TL-003,sup-09,7L9NM1GDW673RLDR4,WO-65333,0,Visual Defect,0.998,Evening
5961, Ga-1 ,STN-07,2026/03/12 07:70,767-GHI,BOM-1,48.0 Nm,94.7C,9.4 bar,68.0,Reject,human,TL-003,sup-01,4AAZ2WBZB6B5PAE5H,WO-29287,0,Leak Detected,0.9712,Night
5962,GA-2, STN-02 ,12-03-2026 07:40,439ghi,BOM-1,43.0,90.9C,127.3psi,66.22,None,automated,TL-019,SUP-09,ZTG9ZYW387VB,WO-58106,0,Leak Detected,0.9973,Night
5963,GA-1, STN-07 ,2026/03/12 07:41,401-DEF,BOM-3,58.0Nm,95.9,7.0 bar,37.59,REJ,Human,TL-004,SUP-02,4A24EKKPJR0UE0UPV,WO-73049,0,Leak Detected,0.9861,Morning
5964,GA-1, STN-02 ,2026/03/12 07:41,253GHI,BOM-3,49.7,180.3F,160.1psi,58.73,Repair,human,TL-005,SUP-02,KVWND7UE0K4LW7J1E,WO-98272,0,,0.9568,Evening
5965,GA-1,stn-03,2026/03/12 07:42,231abc,BOM-2,59.5,79.6 c,9.6 bar,47.86,Repair,Automated,TL-021,SUP-09,6ULTYKATRPXB0D5VP,WO-23939,0,Temperature High,0.9965,Evening
5966,GA-2,stn-07,2026-03-12 07:42,582-GHI,BOM-2,56.1Nm,87.0,7.7 bar,72.86,REJ,Automated,TL-020,sup-01,JPBGRKF4DVWHVFM1X,WO-13762,0,Leak Detected,1.0001,Evening
5967,GA-1, STN-05 ,2026/03/12 07:43,731abc,BOM-1,46.0 Nm,74.2 c,10.0 bar,56.09,REP,HUMAN,TL-013,sup-09,T5MY7GSMB9VP517TX,WO-89104,0,,1.0076,Morning
5968, Ga-1 , STN-07 ,2026/03/12 07:43,484-GHI,BOM-3,49.6 Nm,81.3 c,10.9 bar,71.75,na,human,TL-019,sup-01,XA1NUTWUNT9ZX75L6,WO-77411,0,Temperature High,1.0204,Night
5969,GA-1,stn-07,2026-03-12 07:44,671DEF,BOM-3,50.6,172.8F,140.6psi,47.83,Repair,automated,TL-001,sup-01,EPYTA0EKVHU37EUVJ,WO-18682,0,Torque Out of Spec,0.9944,Morning
5970,GA-2,STN-02,12-03-2026 07:44,698ghi,BOM-1,57.6 Nm,65.4C,10.2 bar,63.91,Repair,HUMAN,TL-005,sup-01,1SVR71RR447CC9LCG,WO-71586,0,Visual Defect,0.97,Evening
5971,ga-2,stn-07,12-03-2026 07:45,995def,BOM-3,52.2 Nm,178.3F,10.1 bar,60.08,,Automated,TL-009,sup-09,M88LK9F4LLF2YP8V1,WO-85042,0,Torque Out of Spec,0.9833,Morning
5972, Ga-1 ,stn-06,2026/03/12 07:45,240-ABC,BOM-2,50.9Nm,75.6C,129.6psi,87.64,None,automated,TL-019,sup-01,INVALID352,WO-33905,0,Torque Out of Spec,0.9996,Night
5973,ga-1,STN-04,2026/03/12 07:70,,BOM-2,49.0,77.6C,10.1 bar,71.78,REP,Automated,TL-003,sup-02,KJYJA9J9VYVCVGHSV,WO-17271,0,Visual Defect,1.0243,Morning
5974, Ga-1 , STN-05 ,2026/03/12 07:46,747-ABC,BOM-1,49.7Nm,83.6,161.0psi,71.14,na,Human,TL-016,SUP-09,W0T3TU2VWKFKYHLUH,WO-75244,1,Leak Detected,1.0001,Evening
5975,ga-2, STN-01 ,2026/03/12 07:47,666GHI,BOM-2,56.5Nm,92.7C,11.6 bar,80.28,REP,Human,TL-002,SUP-02,54NCXKZFCNVYVTL3H,WO-57820,0,Visual Defect,0.9974,Night
5976,GA-1,STN-01,12-03-2026 07:47,308-abc,BOM-1,50.0,71.5 c,162.2psi,62.84,REP,Human,TL-024,sup-09,ZPE2BTCDTWY4RT62S,WO-87104,0,Temperature High,0.9953,Night
5977,ga-2,STN-06,2026/03/12 07:48,334-def,BOM-1,48.0,76.6 c,9.0 bar,59.0,REP,Automated,TL-006,SUP-01,INVALID705,WO-30327,0,,0.9998,Morning
5978,ga-2, STN-06 ,2026/03/12 07:70,695-abc,BOM-3,47.2Nm,72.3 c,158.8psi,57.86,Repair,Human,TL-018,SUP-09,UH2LXCX3HNVBH97Z4,WO-93639,1,Torque Out of Spec,1.0382,Evening
5979, Ga-2 ,STN-04,2026/03/12 07:49,967ghi,BOM-2,47.2Nm,161.1F,10.7 bar,63.28,,automated,TL-015,SUP-01,9951XUNHGK4F0TW68,WO-34619,0,,0.9983,Evening
5980,GA-2,stn-04,2026-03-12 07:49,174-abc,BOM-1,43.0Nm,165.3F,8.9 bar,32.3,Reject,automated,TL-010,sup-01,LMJZ3LYR13NHJYU6T,WO-93243,1,Visual Defect,0.9947,Morning
5981,ga-2,STN-03,12-03-2026 07:50,731-def,BOM-1,,78.0 c,9.3 bar,60.02,REP,automated,TL-019,SUP-02,KKG20AM3L71LC295H,WO-38222,1,,1.0008,Night
5982,GA-2, STN-06 ,12-03-2026 07:50,598-GHI,BOM-3,57.5Nm,85.9 c,11.0 bar,62.27,REP,Human,TL-015,SUP-01,E9NZ8VT0M6SPPP7,WO-57918,1,Leak Detected,0.9865,Night
5983,GA-1, STN-01 ,12-03-2026 07:51,543-abc,BOM-3,,83.2 c,12.1 bar,58.44,,Human,TL-011,sup-09,1SNCZA3G9KFLYDAKF,WO-13165,0,Temperature High,0.9688,Morning
5984,ga-1, STN-05 ,2026-03-12 07:51,296ABC,BOM-3,53.5 Nm,157.0F,105.6psi,44.69,REP,HUMAN,TL-016,SUP-01,85TX4DEJ25X63UA23,WO-54479,0,Temperature High,0.9652,Night
5985,ga-2,stn-01,12-03-2026 07:52,419-abc,BOM-1,37.6Nm,92.9 c,12.5 bar,58.5,REP,Human,TL-007,SUP-02,XN6RT089SB8XBEWL2,WO-30880,0,Visual Defect,0.9855,Evening
5986,ga-2,stn-03,12-03-2026 07:52,567-def,BOM-3,52.8Nm,89.4C,170.3psi,44.66,REP,AUTO,TL-018,sup-09,XKNRJTZ2XP2U4W73H,WO-67574,0,Visual Defect,1.0236,Night
5987,ga-2, STN-02 ,2026/03/12 07:53,984ABC,BOM-1,49.2 Nm,159.8F,10.3 bar,77.74,Repair,Automated,TL-017,SUP-09,A15786Y6HY1WMGB5X,WO-41249,0,Torque Out of Spec,1.0233,Night
5988, Ga-1 ,STN-05,2026-03-12 07:53,371-GHI,BOM-2,47.6Nm,198.0F,9.6 bar,57.43,Repair,automated,TL-012,sup-09,B2EWUWPDRNJ9YFWKJ,WO-26140,0,Visual Defect,0.9777,Evening
5989,GA-1,STN-06,12-03-2026 07:54,845-abc,BOM-2,50.9 Nm,181.9F,153.5psi,39.37,,AUTO,TL-016,sup-01,L6BL630XVLN89TEM4,WO-93019,0,Visual Defect,0.9968,Night
5990, Ga-2 ,stn-07,12-03-2026 07:54,689def,BOM-3,47.5,78.4 c,131.1psi,57.93,Repair,HUMAN,TL-020,SUP-02,UZC60WTBRXW2HLMYR,WO-16951,0,Visual Defect,1.0026,Evening
5991,ga-1,STN-02,2026-03-12 07:55,490GHI,BOM-3,39.4,83.6C,9.7 bar,68.95,na,AUTO,TL-016,SUP-02,2D12YETRKR3H6LNZD,WO-51006,0,,0.9855,Night
5992,ga-2,STN-02,2026-03-12 07:55,722-def,BOM-1,54.6Nm,79.7,112.9psi,61.76,REJ,HUMAN,TL-007,sup-09,EU3GMJNUZZ5ZPTLAG,WO-42494,0,,1.0262,Morning
5993, Ga-1 ,STN-01,2026-03-12 07:56,669-def,BOM-1,51.2,,7.4 bar,50.86,,Human,TL-007,sup-09,TSA3F68E63RRY3GVJ,WO-13649,0,,1.0152,Evening
5994,ga-2,STN-02,12-03-2026 07:56,923ghi,BOM-3,48.4Nm,81.9C,13.5 bar,53.22,REJ,AUTO,TL-024,sup-02,Z6ZJ83FJ0PKVEH,WO-59992,0,Visual Defect,1.0072,Morning
5995,ga-2,STN-04,12-03-2026 07:57,112def,BOM-1,45.2 Nm,,10.1 bar,57.13,REP,AUTO,TL-020,sup-02,HF8C3N3Y6T0S3ETSG,WO-81542,0,Visual Defect,1.0014,Night
5996, Ga-1 ,STN-04,2026-03-12 07:57,476def,BOM-1,42.7,59.7,149.4psi,55.6,REJ,Human,TL-008,SUP-09,U8P3ZLH9R2HSJZ379,WO-61120,0,Torque Out of Spec,0.9687,Night
5997, Ga-2 , STN-01 ,2026-03-12 07:58,999-GHI,BOM-1,51.1 Nm,85.3C,144.3psi,47.4,REJ,HUMAN,TL-018,sup-02,FM59BYC1TSP8DBHEV,WO-79383,0,Temperature High,1.0271,Night
5998,GA-1,stn-04,12-03-2026 07:58,863-abc,BOM-2,58.1,76.3 c,8.8 bar,59.32,OK,automated,TL-001,sup-09,PN7ZJDYBCS5ZDRLRB,WO-84636,0,Temperature High,1.0116,Night
5999,GA-1, STN-07 ,2026-03-12 07:70,224abc,BOM-3,51.0Nm,87.8C,9.5 bar,46.66,REP,HUMAN,TL-017,sup-02,5SS7BLP1Y4JW35,WO-81418,0,Torque Out of Spec,1.0082,Night
6000,ga-1,STN-01,2026-03-12 07:59,396-ABC,BOM-3,43.1Nm,84.8C,10.1 bar,69.49,Repair,Automated,TL-005,sup-01,HNMTX5MZYYURWZCWD,WO-61641,0,Visual Defect,0.9852,Evening
6001,ga-2,STN-01,12-03-2026 08:00,759def,BOM-2,51.1Nm,76.5 c,140.7psi,70.71,REJ,Automated,TL-008,SUP-02,KT3E48N0ZWV0W4,WO-87992,0,Visual Defect,0.987,Evening
6002, Ga-2 ,stn-03,2026/03/12 08:00,,BOM-1,49.7 Nm,194.4F,8.9 bar,49.97,REJ,Human,TL-023,sup-01,INVALID367,WO-77547,0,Torque Out of Spec,1.0099,Evening
6003,ga-1,STN-06,2026/03/12 08:01,465-ghi,BOM-3,54.3 Nm,82.0,10.7 bar,52.83,REJ,Human,TL-004,sup-01,KXMLVARX4CS33GFS4,WO-81574,0,Temperature High,1.022,Evening
6004,GA-1, STN-02 ,2026-03-12 08:01,293-ghi,BOM-3,53.0,178.9F,10.3 bar,55.77,REP,AUTO,TL-019,SUP-01,XCLRAZTAZESYXSA8R,WO-67872,0,,1.0345,Morning
6005,ga-1, STN-04 ,2026/03/12 08:02,755def,BOM-2,35.1,78.6,10.6 bar,59.68,Reject,Human,TL-010,SUP-09,SCZJ0P1WB7DYFJJSN,WO-80577,0,,0.9853,Morning
6006, Ga-1 ,STN-07,12-03-2026 08:02,981-abc,BOM-2,52.7Nm,96.8,160.3psi,62.57,na,HUMAN,TL-011,sup-09,0E78WWD9ZFWHPDM44,WO-60573,0,Visual Defect,0.9968,Evening
6007, Ga-2 ,stn-06,2026/03/12 08:03,150-abc,BOM-2,45.0 Nm,72.9,9.7 bar,64.63,,Human,TL-012,sup-01,L1FERPUEFAXMTRG8A,WO-45340,0,Visual Defect,0.9581,Morning
6008,ga-1,STN-05,,822-DEF,BOM-3,42.9 Nm,76.8 c,9.7 bar,64.4,Reject,Human,TL-022,SUP-02,C7AXJCZCH023905HM,WO-26718,0,,0.9508,Night
6009,ga-1,stn-01,2026-03-12 08:04,,BOM-2,49.1Nm,153.7F,12.2 bar,75.54,,automated,TL-013,SUP-02,FXF4HNEHUGBV4SPYM,WO-19822,0,Temperature High,1.0105,Night
6010, Ga-2 ,STN-06,2026/03/12 08:04,185-abc,BOM-1,52.1 Nm,189.1F,124.5psi,60.6,None,AUTO,TL-006,sup-01,9M9BL6SLHXU3P10NM,WO-32020,0,,0.9829,Evening
6011,GA-2, STN-07 ,12-03-2026 08:05,405-GHI,BOM-3,,74.2,7.2 bar,46.98,REJ,AUTO,TL-001,sup-09,ZX6V58AK1N34DCZAY,WO-40380,0,Temperature High,0.9605,Night
6012,ga-1,STN-03,12-03-2026 08:05,510-DEF,BOM-2,,75.3 c,10.8 bar,43.91,Repair,Human,TL-006,sup-09,L7FBSAT6CMU25CB75,WO-87703,0,Torque Out of Spec,0.9767,Evening
6013, Ga-2 , STN-06 ,2026/03/12 08:06,387ghi,BOM-2,53.8,74.8 c,131.3psi,76.36,Reject,human,TL-004,SUP-02,LR3LKKZF59DP4BHKW,WO-19891,0,Temperature High,1.0069,Morning
6014,ga-2, STN-01 ,2026-03-12 08:06,255-GHI,BOM-1,50.2Nm,80.6 c,121.6psi,65.1,REP,HUMAN,TL-004,SUP-01,FMA4KRBT5NGAL1DZF,WO-91754,1,Leak Detected,1.0077,Evening
6015,ga-2,stn-05,,312-abc,BOM-3,45.7Nm,153.5F,11.3 bar,62.06,Reject,Automated,TL-024,SUP-09,A26DGN4VPPDXCN96X,WO-10990,0,,0.9673,Evening
6016,GA-1,stn-07,2026-03-12 08:07,704-def,BOM-1,45.1 Nm,57.6C,9.8 bar,64.49,None,HUMAN,TL-011,sup-09,DLG1WKT56BY3NHUHK,WO-16924,0,Temperature High,1.0247,Morning
6017,GA-1, STN-03 ,12-03-2026 08:08,850DEF,BOM-1,55.1,84.6 c,117.5psi,61.6,REJ,automated,TL-024,sup-01,CEWMWCY1239YY5RLP,WO-80738,0,Torque Out of Spec,0.9861,Morning
6018,GA-2, STN-06 ,,127abc,BOM-3,42.4 Nm,58.9,187.1psi,64.33,REP,automated,TL-013,sup-02,INVALID561,WO-55044,0,Torque Out of Spec,1.0055,Morning
6019,ga-1,stn-03,2026/03/12 08:09,174-ABC,BOM-1,55.3,88.5 c,7.6 bar,56.27,REJ,automated,TL-006,SUP-02,E87EJ8TVBW2Y0EDZZ,WO-85320,0,Visual Defect,1.0008,Night
6020,GA-2,stn-03,12-03-2026 08:09,866def,BOM-3,49.2Nm,95.6 c,9.9 bar,70.55,None,AUTO,TL-004,SUP-09,E5DUYMHL0CDGAUA49,WO-53123,0,Visual Defect,0.9998,Morning
6021, Ga-2 , STN-02 ,2026/03/12 08:10,,BOM-1,49.5Nm,78.4 c,7.2 bar,54.75,,Human,TL-019,sup-09,INVALID471,WO-46799,0,Leak Detected,0.9813,Evening
6022, Ga-1 ,STN-02,2026/03/12 08:10,442-GHI,BOM-3,41.5Nm,199.4F,10.4 bar,50.97,None,Human,TL-003,sup-01,SFJ2CM4S4LTL4AFG4,WO-73250,0,Leak Detected,0.9995,Evening
6023,ga-1,STN-05,12-03-2026 08:11,514ghi,BOM-3,49.3Nm,79.8C,9.0 bar,43.09,Repair,Human,TL-002,sup-01,9UPZ3UMZ6EZ0ZM84R,WO-30875,0,Torque Out of Spec,1.0054,Evening
6024,GA-1,stn-06,2026-03-12 08:11,346-abc,BOM-3,53.1,96.0C,11.2 bar,57.62,REP,automated,TL-010,sup-02,2K2HVN0RN86P20R9K,WO-10470,0,Leak Detected,0.996,Night
6025,ga-1,STN-02,2026-03-12 08:12,273ABC,BOM-3,43.3Nm,75.4C,144.6psi,72.68,None,AUTO,TL-008,SUP-02,INVALID729,WO-94190,0,Temperature High,1.002,Evening
6026, Ga-1 ,STN-02,2026-03-12 08:12,864GHI,BOM-3,52.5,56.4,174.4psi,55.43,None,Human,TL-006,sup-02,INVALID749,WO-93224,0,Torque Out of Spec,1.022,Evening
6027, Ga-2 ,stn-07,2026-03-12 08:13,556-def,BOM-2,50.4Nm,79.2C,9.4 bar,46.21,REJ,human,TL-013,sup-01,BXBMPUWLB9AV3N4FU,WO-76951,0,Leak Detected,0.9906,Evening
6028,GA-1,stn-02,2026-03-12 08:13,688GHI,BOM-2,46.8 Nm,97.1 c,110.1psi,62.85,Reject,HUMAN,TL-014,SUP-09,L78ZNB6TS8NG7UEC3,WO-53532,0,Visual Defect,1.0131,Night
6029, Ga-2 ,STN-05,2026/03/12 08:14,583-abc,BOM-1,54.3,85.3C,10.4 bar,53.49,REP,AUTO,TL-011,sup-01,31JLXARAPKJX2,WO-59589,0,Torque Out of Spec,0.9958,Evening
6030,GA-1, STN-07 ,2026/03/12 08:14,884abc,BOM-2,39.0,74.8C,9.6 bar,75.48,na,Automated,TL-013,SUP-02,NBLH6WC7S6WY5PPBP,WO-94173,0,Torque Out of Spec,1.0285,Morning
6031,GA-2,STN-06,2026-03-12 08:15,571-DEF,BOM-2,51.7 Nm,181.9F,105.4psi,70.75,Repair,Human,TL-017,SUP-09,1GY5N80DZYJ69AAFV,WO-99336,0,Temperature High,0.9719,Evening
6032,ga-2,STN-05,2026/03/12 08:15,583-abc,BOM-3,58.1Nm,89.7 c,8.4 bar,47.29,REP,Automated,TL-004,sup-01,MCVXJWGJ7UR8RMCWA,WO-10596,0,Visual Defect,1.0261,Evening
6033, Ga-2 ,STN-03,12-03-2026 08:16,852-ghi,BOM-3,57.2,79.1,129.0psi,58.26,None,HUMAN,TL-009,SUP-01,8AW9EN0PDUEUTWKS8,WO-17137,0,Leak Detected,0.9894,Night
6034,GA-2,STN-02,2026-03-12 08:16,772-GHI,BOM-2,51.9,223.3F,12.3 bar,52.45,REJ,automated,TL-001,SUP-01,62XLP83GR0V099M94,WO-46892,0,Torque Out of Spec,1.0422,Evening
6035,GA-1,stn-07,2026-03-12 08:17,495-DEF,BOM-1,48.5Nm,74.8 c,160.4psi,48.39,REP,HUMAN,TL-024,SUP-01,S8L7S2RCSS8M3FN1V,WO-53300,0,Leak Detected,1.0087,Night
6036,GA-2,STN-01,2026/03/12 08:17,486-abc,BOM-1,46.8Nm,90.0 c,9.5 bar,59.44,,HUMAN,TL-016,SUP-09,7S9ZG5JA5YLRE38MC,WO-32827,0,Visual Defect,1.017,Morning
6037,ga-1, STN-01 ,2026/03/12 08:18,465-DEF,BOM-2,48.5,87.6 c,155.2psi,68.18,Reject,HUMAN,TL-020,SUP-09,T07W4293WWESC19W7,WO-23149,0,Torque Out of Spec,0.9968,Night
6038,ga-2,STN-04,12-03-2026 08:18,997-ghi,BOM-2,52.7,73.0C,6.9 bar,59.18,REJ,AUTO,TL-019,sup-01,69VUP1T90USXALHE3,WO-76346,0,Visual Defect,1.0136,Morning
6039,GA-1, STN-01 ,2026/03/12 08:19,953ghi,BOM-3,46.0 Nm,75.8,132.7psi,54.84,REJ,Human,TL-001,sup-01,HF03GTR56XFW5GRR3,WO-14317,0,Visual Defect,1.0136,Morning
6040,ga-2,stn-02,2026/03/12 08:19,148-DEF,BOM-1,53.8 Nm,90.2,10.6 bar,37.94,REJ,Human,TL-012,sup-01,P5HD65B3EMZ146U2N,WO-11378,0,Torque Out of Spec,0.9972,Morning
6041,GA-1,STN-04,2026-03-12 08:20,808-abc,BOM-2,60.7,81.4 c,10.2 bar,53.34,Repair,automated,TL-021,SUP-01,8HRXN11H4768Z0GBJ,WO-90392,1,Leak Detected,1.0153,Evening
6042, Ga-2 ,STN-01,2026-03-12 08:20,322abc,BOM-3,49.7 Nm,83.4C,9.2 bar,65.52,None,human,TL-014,SUP-09,RG0HDFZ5KZKYZDPHR,WO-61410,0,Torque Out of Spec,0.9328,Morning
